player_id,player_name,age,season,game_num,date,team,opponent,home_away_status,result,G,A,P,rating,PIM,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S_perc,shifts,TOI,HIT,BLK,FOW,FOL,FOW_perc
/a/ahose01,Sebastian Aho,23,2021,50,2021-04-29,CAR,DET,1,W,0,2,2,1,0,0,0,0,0,2,0,0,1,0.0,21,18.45,1,0,6,5,54.5
/a/ahose01,Sebastian Aho,23,2021,51,2021-05-01,CAR,CBJ,1,W,0,1,1,2,2,0,0,0,0,1,0,0,1,0.0,25,22.216666666666665,1,0,11,3,78.6
/a/ahose01,Sebastian Aho,23,2021,52,2021-05-03,CAR,CHI,1,W,3,0,3,2,2,2,1,0,1,0,0,0,9,33.3,19,17.833333333333332,0,0,4,4,50.0
/a/ahose01,Sebastian Aho,23,2021,53,2021-05-04,CAR,CHI,1,W,0,2,2,2,0,0,0,0,0,2,0,0,2,0.0,21,18.4,0,0,9,5,64.3
/a/ahose01,Sebastian Aho,23,2021,54,2021-05-06,CAR,CHI,1,L-OT,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,22,19.3,1,1,3,5,37.5
/a/ahose01,Sebastian Aho,23,2021,55,2021-05-08,CAR,NSH,0,L,0,0,0,-3,0,0,0,0,0,0,0,0,3,0.0,22,17.533333333333335,1,0,4,6,40.0
/a/ahose01,Sebastian Aho,23,2021,56,2021-05-10,CAR,NSH,0,L,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,19,13.133333333333333,0,0,4,4,50.0
/a/ahose02,Sebastian Aho,25,2021,1,2021-03-14,NYI,NJD,0,W,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,15,10.633333333333333,0,0,0,0,
/a/ahose02,Sebastian Aho,25,2021,2,2021-03-16,NYI,WSH,0,L,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,25,16.45,1,0,0,0,
/a/ahose02,Sebastian Aho,25,2021,3,2021-03-18,NYI,PHI,1,L,1,0,1,-1,0,1,0,0,0,0,0,0,2,50.0,19,12.966666666666667,0,2,0,0,
/a/allarfr01,Frederic Allard,23,2021,1,2021-03-13,NSH,TBL,0,L,0,0,0,-2,0,0,0,0,0,0,0,0,0,,20,16.983333333333334,0,1,0,0,
/a/alliswa01,Wade Allison,23,2021,1,2021-04-15,PHI,PIT,0,W,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,15,11.216666666666667,1,0,0,0,
/a/alliswa01,Wade Allison,23,2021,2,2021-04-17,PHI,WSH,1,L,1,0,1,0,0,0,1,0,0,0,0,0,1,100.0,20,16.283333333333335,2,1,0,0,
/a/alliswa01,Wade Allison,23,2021,3,2021-04-18,PHI,NYI,1,L-OT,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,19,13.283333333333333,5,0,0,0,
/a/alliswa01,Wade Allison,23,2021,4,2021-04-22,PHI,NYR,0,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,18,14.316666666666665,2,0,0,0,
/a/alliswa01,Wade Allison,23,2021,5,2021-04-23,PHI,NYR,0,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,14.216666666666667,0,1,0,1,0.0
/a/alliswa01,Wade Allison,23,2021,6,2021-04-25,PHI,NJD,1,W,0,0,0,-1,0,0,0,0,0,0,0,0,0,,20,13.233333333333333,1,0,0,0,
/a/alliswa01,Wade Allison,23,2021,7,2021-04-27,PHI,NJD,0,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,13.2,2,1,0,0,
/a/alliswa01,Wade Allison,23,2021,8,2021-04-29,PHI,NJD,0,L,0,0,0,0,2,0,0,0,0,0,0,0,0,,18,11.566666666666665,1,0,0,0,
/a/alliswa01,Wade Allison,23,2021,9,2021-05-01,PHI,NJD,1,L,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,17,13.166666666666664,5,2,0,0,
/a/alliswa01,Wade Allison,23,2021,10,2021-05-03,PHI,PIT,1,W,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,18,11.55,1,0,0,0,
/a/alliswa01,Wade Allison,23,2021,11,2021-05-04,PHI,PIT,1,L,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,15,9.416666666666666,6,0,0,0,
/a/alliswa01,Wade Allison,23,2021,12,2021-05-07,PHI,WSH,0,W,2,0,2,0,0,2,0,0,1,0,0,0,2,100.0,20,14.1,0,2,0,0,
/a/alliswa01,Wade Allison,23,2021,13,2021-05-08,PHI,WSH,0,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,12.566666666666665,0,2,0,0,
/a/alliswa01,Wade Allison,23,2021,14,2021-05-10,PHI,NJD,1,W,0,2,2,1,0,0,0,0,0,2,0,0,2,0.0,17,12.933333333333335,2,1,0,0,
/a/alsinol01,Olle Alsing,25,2021,1,2021-05-05,OTT,MTL,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,12.083333333333336,2,1,0,0,
/a/alsinol01,Olle Alsing,25,2021,2,2021-05-08,OTT,WPG,0,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,16,9.4,1,1,0,0,
/a/alsinol01,Olle Alsing,25,2021,3,2021-05-09,OTT,CGY,0,L,0,0,0,-2,0,0,0,0,0,0,0,0,0,,20,13.283333333333333,1,0,0,0,
/a/alsinol01,Olle Alsing,25,2021,4,2021-05-12,OTT,TOR,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,8.55,0,0,0,0,
/a/altma01,Mark Alt,29,2021,1,2021-01-14,LAK,MIN,1,L-OT,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,18,11.533333333333333,0,1,0,0,
/a/altma01,Mark Alt,29,2021,2,2021-02-02,LAK,ANA,1,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,15.633333333333333,2,0,0,0,
/a/amadimi01,Michael Amadio,24,2021,1,2021-01-14,LAK,MIN,1,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,18,11.766666666666667,0,0,3,3,50.0
/a/amadimi01,Michael Amadio,24,2021,2,2021-01-16,LAK,MIN,1,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,11.883333333333333,0,0,2,4,33.3
/a/amadimi01,Michael Amadio,24,2021,3,2021-01-21,LAK,COL,1,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,11.233333333333333,0,2,1,2,33.3
/a/amadimi01,Michael Amadio,24,2021,4,2021-01-23,LAK,STL,0,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,11.75,0,0,6,4,60.0
/a/amadimi01,Michael Amadio,24,2021,5,2021-01-24,LAK,STL,0,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,13.45,1,1,7,7,50.0
/a/amadimi01,Michael Amadio,24,2021,6,2021-01-26,LAK,MIN,0,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,16,14.15,0,2,4,3,57.1
/a/amadimi01,Michael Amadio,24,2021,7,2021-01-28,LAK,MIN,0,L,0,1,1,-2,0,0,0,0,0,0,1,0,0,,17,13.366666666666667,0,0,3,1,75.0
/a/amadimi01,Michael Amadio,24,2021,8,2021-02-02,LAK,ANA,1,L,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,21,13.933333333333335,0,1,0,3,0.0
/a/amadimi01,Michael Amadio,24,2021,9,2021-02-05,LAK,VEG,0,L,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,20,13.316666666666665,0,0,6,2,75.0
/a/amadimi01,Michael Amadio,24,2021,10,2021-02-07,LAK,VEG,0,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,17.1,0,0,6,7,46.2
/a/amadimi01,Michael Amadio,24,2021,11,2021-02-09,LAK,SJS,1,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,13,10.716666666666667,0,0,4,4,50.0
