team,game_id,date,season,location,G,OT_status,win_flag
TOR,231214_TORCBJ,2023-12-14,2024,H,5,OT,0
VAN,231214_VANFLA,2023-12-14,2024,H,4,,1
ARI,231215_ARISJS,2023-12-15,2024,H,1,,1
CAR,231215_CARNSH,2023-12-15,2024,H,5,OT,0
DAL,231215_DALOTT,2023-12-15,2024,H,5,,1
NYI,231215_NYIBOS,2023-12-15,2024,H,4,SO,0
NYR,231215_NYRANA,2023-12-15,2024,H,5,,1
VGK,231215_VGKBUF,2023-12-15,2024,H,2,,0
ARI,231216_ARIBUF,2023-12-16,2024,H,2,,1
BOS,231216_BOSNYR,2023-12-16,2024,H,1,OT,0
CBJ,231216_CBJNJD,2023-12-16,2024,H,3,,0
CGY,231216_CGYTBL,2023-12-16,2024,H,4,,1
EDM,231216_EDMFLA,2023-12-16,2024,H,1,,0
MIN,231216_MINVAN,2023-12-16,2024,H,2,SO,1
MTL,231216_MTLNYI,2023-12-16,2024,H,5,,1
NSH,231216_NSHWSH,2023-12-16,2024,H,3,,1
PHI,231216_PHIDET,2023-12-16,2024,H,1,,1
SEA,231216_SEALAK,2023-12-16,2024,H,2,SO,0
STL,231216_STLDAL,2023-12-16,2024,H,4,OT,1
TOR,231216_TORPIT,2023-12-16,2024,H,7,,1
WPG,231216_WPGCOL,2023-12-16,2024,H,6,,1
CAR,231217_CARWSH,2023-12-17,2024,H,1,SO,0
CHI,231217_CHIVAN,2023-12-17,2024,H,3,,0
COL,231217_COLSJS,2023-12-17,2024,H,6,,1
NJD,231217_NJDANA,2023-12-17,2024,H,1,,0
VGK,231217_VGKOTT,2023-12-17,2024,H,6,,1
CGY,231218_CGYFLA,2023-12-18,2024,H,3,,1
DAL,231218_DALSEA,2023-12-18,2024,H,4,OT,1
DET,231218_DETANA,2023-12-18,2024,H,3,,0
PIT,231218_PITMIN,2023-12-18,2024,H,4,,1
WPG,231218_WPGMTL,2023-12-18,2024,H,2,OT,0
ARI,231219_ARIOTT,2023-12-19,2024,H,4,,1
BOS,231219_BOSMIN,2023-12-19,2024,H,3,OT,0
BUF,231219_BUFCBJ,2023-12-19,2024,H,4,,0
CAR,231219_CARVGK,2023-12-19,2024,H,6,,1
CHI,231219_CHICOL,2023-12-19,2024,H,3,,1
NJD,231219_NJDPHI,2023-12-19,2024,H,2,OT,0
NSH,231219_NSHVAN,2023-12-19,2024,H,2,,0
NYI,231219_NYIEDM,2023-12-19,2024,H,3,,1
SJS,231219_SJSLAK,2023-12-19,2024,H,1,,0
TBL,231219_TBLSTL,2023-12-19,2024,H,6,,1
TOR,231219_TORNYR,2023-12-19,2024,H,2,,0
LAK,231220_LAKSEA,2023-12-20,2024,H,1,,0
WPG,231220_WPGDET,2023-12-20,2024,H,5,,1
WSH,231220_WSHNYI,2023-12-20,2024,H,3,OT,1
ANA,231221_ANACGY,2023-12-21,2024,H,0,,0
BUF,231221_BUFTOR,2023-12-21,2024,H,9,,1
CBJ,231221_CBJWSH,2023-12-21,2024,H,2,OT,0
COL,231221_COLOTT,2023-12-21,2024,H,6,,1
DAL,231221_DALVAN,2023-12-21,2024,H,4,OT,1
FLA,231221_FLASTL,2023-12-21,2024,H,1,,0
MIN,231221_MINMTL,2023-12-21,2024,H,4,OT,1
NJD,231221_NJDEDM,2023-12-21,2024,H,3,,0
PHI,231221_PHINSH,2023-12-21,2024,H,2,,0
PIT,231221_PITCAR,2023-12-21,2024,H,2,SO,1
SJS,231221_SJSARI,2023-12-21,2024,H,2,,0
TBL,231221_TBLVGK,2023-12-21,2024,H,5,,1
CHI,231222_CHIMTL,2023-12-22,2024,H,2,,0
DET,231222_DETPHI,2023-12-22,2024,H,7,SO,1
NYR,231222_NYREDM,2023-12-22,2024,H,3,,0
WPG,231222_WPGBOS,2023-12-22,2024,H,5,,1
ANA,231223_ANASEA,2023-12-23,2024,H,2,,0
CAR,231223_CARNYI,2023-12-23,2024,H,4,,0
CBJ,231223_CBJTOR,2023-12-23,2024,H,1,,0
COL,231223_COLARI,2023-12-23,2024,H,4,,1
FLA,231223_FLAVGK,2023-12-23,2024,H,4,,1
LAK,231223_LAKCGY,2023-12-23,2024,H,5,,1
MIN,231223_MINBOS,2023-12-23,2024,H,3,,1
NJD,231223_NJDDET,2023-12-23,2024,H,3,,1
NSH,231223_NSHDAL,2023-12-23,2024,H,2,,0
NYR,231223_NYRBUF,2023-12-23,2024,H,4,OT,1
OTT,231223_OTTPIT,2023-12-23,2024,H,5,OT,1
STL,231223_STLCHI,2023-12-23,2024,H,7,,1
VAN,231223_VANSJS,2023-12-23,2024,H,7,,1
WSH,231223_WSHTBL,2023-12-23,2024,H,1,SO,0
ANA,231227_ANAVGK,2023-12-27,2024,H,5,,1
ARI,231227_ARICOL,2023-12-27,2024,H,5,OT,1
BUF,231227_BUFBOS,2023-12-27,2024,H,1,,0
CGY,231227_CGYSEA,2023-12-27,2024,H,1,,0
CHI,231227_CHIWPG,2023-12-27,2024,H,2,OT,1
LAK,231227_LAKSJS,2023-12-27,2024,H,5,,1
MIN,231227_MINDET,2023-12-27,2024,H,6,,1
NJD,231227_NJDCBJ,2023-12-27,2024,H,4,OT,1
NSH,231227_NSHCAR,2023-12-27,2024,H,2,,0
NYI,231227_NYIPIT,2023-12-27,2024,H,0,,0
NYR,231227_NYRWSH,2023-12-27,2024,H,5,,1
STL,231227_STLDAL,2023-12-27,2024,H,2,,1
TBL,231227_TBLFLA,2023-12-27,2024,H,2,,0
TOR,231227_TOROTT,2023-12-27,2024,H,2,,0
CAR,231228_CARMTL,2023-12-28,2024,H,5,,1
SJS,231228_SJSEDM,2023-12-28,2024,H,0,,0
VAN,231228_VANPHI,2023-12-28,2024,H,1,,0
VGK,231228_VGKLAK,2023-12-28,2024,H,3,,1
ANA,231229_ANAARI,2023-12-29,2024,H,0,,0
CBJ,231229_CBJTOR,2023-12-29,2024,H,6,OT,1
DAL,231229_DALCHI,2023-12-29,2024,H,5,OT,1
DET,231229_DETNSH,2023-12-29,2024,H,5,OT,1
FLA,231229_FLANYR,2023-12-29,2024,H,4,,1
NYI,231229_NYIWSH,2023-12-29,2024,H,5,,1
OTT,231229_OTTNJD,2023-12-29,2024,H,2,,0
SEA,231229_SEAPHI,2023-12-29,2024,H,2,OT,1
STL,231229_STLCOL,2023-12-29,2024,H,1,,0
BOS,231230_BOSNJD,2023-12-30,2024,H,5,,1
BUF,231230_BUFCBJ,2023-12-30,2024,H,3,OT,1
FLA,231230_FLAMTL,2023-12-30,2024,H,4,,1
LAK,231230_LAKEDM,2023-12-30,2024,H,2,SO,0
PIT,231230_PITSTL,2023-12-30,2024,H,4,,1
TBL,231230_TBLNYR,2023-12-30,2024,H,1,,0
TOR,231230_TORCAR,2023-12-30,2024,H,2,,0
WPG,231230_WPGMIN,2023-12-30,2024,H,4,,1
WSH,231230_WSHNSH,2023-12-30,2024,H,2,SO,0
ANA,231231_ANAEDM,2023-12-31,2024,H,2,,0
CGY,231231_CGYPHI,2023-12-31,2024,H,4,,1
COL,231231_COLSJS,2023-12-31,2024,H,3,,1
DAL,231231_DALCHI,2023-12-31,2024,H,8,,1
DET,231231_DETBOS,2023-12-31,2024,H,3,,0
MIN,231231_MINWPG,2023-12-31,2024,H,2,,0
OTT,231231_OTTBUF,2023-12-31,2024,H,5,,1
PIT,231231_PITNYI,2023-12-31,2024,H,3,,1
TBL,231231_TBLMTL,2023-12-31,2024,H,4,,1
SEA,240101_SEAVGK,2024-01-01,2024,H,3,,1
ARI,240102_ARIFLA,2024-01-02,2024,H,1,,0
CBJ,240102_CBJBOS,2024-01-02,2024,H,1,,0
COL,240102_COLNYI,2024-01-02,2024,H,5,OT,1
DAL,240102_DALMTL,2024-01-02,2024,H,3,,0
EDM,240102_EDMPHI,2024-01-02,2024,H,5,,1
LAK,240102_LAKTOR,2024-01-02,2024,H,0,,0
MIN,240102_MINCGY,2024-01-02,2024,H,1,,0
NSH,240102_NSHCHI,2024-01-02,2024,H,3,,1
NYR,240102_NYRCAR,2024-01-02,2024,H,1,,0
PIT,240102_PITWSH,2024-01-02,2024,H,3,,0
SJS,240102_SJSDET,2024-01-02,2024,H,3,,0
VAN,240102_VANOTT,2024-01-02,2024,H,6,,1
WPG,240102_WPGTBL,2024-01-02,2024,H,4,,1
ANA,240103_ANATOR,2024-01-03,2024,H,1,OT,0
WSH,240103_WSHNJD,2024-01-03,2024,H,3,,0
ARI,240104_ARINYI,2024-01-04,2024,H,1,,0
BOS,240104_BOSPIT,2024-01-04,2024,H,5,,0
DAL,240104_DALCOL,2024-01-04,2024,H,4,OT,0
LAK,240104_LAKDET,2024-01-04,2024,H,3,SO,0
MIN,240104_MINTBL,2024-01-04,2024,H,1,,0
MTL,240104_MTLBUF,2024-01-04,2024,H,1,,0
NSH,240104_NSHCGY,2024-01-04,2024,H,3,,0
NYR,240104_NYRCHI,2024-01-04,2024,H,4,,1
PHI,240104_PHICBJ,2024-01-04,2024,H,2,SO,0
SEA,240104_SEAOTT,2024-01-04,2024,H,4,,1
SJS,240104_SJSWPG,2024-01-04,2024,H,1,,0
STL,240104_STLVAN,2024-01-04,2024,H,2,,1
VGK,240104_VGKFLA,2024-01-04,2024,H,1,,0
ANA,240105_ANAWPG,2024-01-05,2024,H,1,,0
NJD,240105_NJDCHI,2024-01-05,2024,H,4,,1
WSH,240105_WSHCAR,2024-01-05,2024,H,2,,0
BOS,240106_BOSTBL,2024-01-06,2024,H,7,,1
CAR,240106_CARSTL,2024-01-06,2024,H,1,SO,0
CBJ,240106_CBJMIN,2024-01-06,2024,H,3,OT,0
COL,240106_COLFLA,2024-01-06,2024,H,4,,0
DAL,240106_DALNSH,2024-01-06,2024,H,3,,0
EDM,240106_EDMOTT,2024-01-06,2024,H,3,,1
MTL,240106_MTLNYR,2024-01-06,2024,H,4,SO,1
NJD,240106_NJDVAN,2024-01-06,2024,H,4,,0
PHI,240106_PHICGY,2024-01-06,2024,H,3,,1
PIT,240106_PITBUF,2024-01-06,2024,H,1,,0
SJS,240106_SJSTOR,2024-01-06,2024,H,1,,0
VGK,240106_VGKNYI,2024-01-06,2024,H,5,,1
ANA,240107_ANADET,2024-01-07,2024,H,2,,0
ARI,240107_ARIWPG,2024-01-07,2024,H,2,,0
CHI,240107_CHICGY,2024-01-07,2024,H,4,,1
WSH,240107_WSHLAK,2024-01-07,2024,H,4,,1
COL,240108_COLBOS,2024-01-08,2024,H,4,SO,1
MIN,240108_MINDAL,2024-01-08,2024,H,0,,0
NYR,240108_NYRVAN,2024-01-08,2024,H,3,,0
PHI,240108_PHIPIT,2024-01-08,2024,H,1,,0
ARI,240109_ARIBOS,2024-01-09,2024,H,4,OT,1
BUF,240109_BUFSEA,2024-01-09,2024,H,2,,0
CGY,240109_CGYOTT,2024-01-09,2024,H,6,,1
CHI,240109_CHIEDM,2024-01-09,2024,H,1,,0
NSH,240109_NSHANA,2024-01-09,2024,H,3,,0
NYI,240109_NYIVAN,2024-01-09,2024,H,2,,0
STL,240109_STLFLA,2024-01-09,2024,H,1,,0
TBL,240109_TBLLAK,2024-01-09,2024,H,3,OT,1
TOR,240109_TORSJS,2024-01-09,2024,H,7,,1
WPG,240109_WPGCBJ,2024-01-09,2024,H,5,,1
COL,240110_COLVGK,2024-01-10,2024,H,3,,1
DAL,240110_DALMIN,2024-01-10,2024,H,7,,1
PHI,240110_PHIMTL,2024-01-10,2024,H,3,SO,1
ARI,240111_ARICGY,2024-01-11,2024,H,2,,0
BUF,240111_BUFOTT,2024-01-11,2024,H,5,,1
CAR,240111_CARANA,2024-01-11,2024,H,6,,1
DET,240111_DETEDM,2024-01-11,2024,H,2,OT,0
FLA,240111_FLALAK,2024-01-11,2024,H,3,OT,1
MTL,240111_MTLSJS,2024-01-11,2024,H,2,,0
NYI,240111_NYITOR,2024-01-11,2024,H,4,OT,1
PIT,240111_PITVAN,2024-01-11,2024,H,3,OT,0
STL,240111_STLNYR,2024-01-11,2024,H,5,,1
TBL,240111_TBLNJD,2024-01-11,2024,H,4,OT,1
VGK,240111_VGKBOS,2024-01-11,2024,H,2,OT,1
WPG,240111_WPGCHI,2024-01-11,2024,H,2,,1
WSH,240111_WSHSEA,2024-01-11,2024,H,1,,0
DAL,240112_DALNSH,2024-01-12,2024,H,3,,0
MIN,240112_MINPHI,2024-01-12,2024,H,3,OT,0
BUF,240113_BUFVAN,2024-01-13,2024,H,0,,0
CAR,240113_CARPIT,2024-01-13,2024,H,3,OT,1
CBJ,240113_CBJSEA,2024-01-13,2024,H,4,,0
CHI,240113_CHIDAL,2024-01-13,2024,H,1,,0
DET,240113_DETLAK,2024-01-13,2024,H,5,,1
FLA,240113_FLANJD,2024-01-13,2024,H,1,,0
MIN,240113_MINARI,2024-01-13,2024,H,0,,0
MTL,240113_MTLEDM,2024-01-13,2024,H,1,OT,0
NSH,240113_NSHNYI,2024-01-13,2024,H,3,,1
OTT,240113_OTTSJS,2024-01-13,2024,H,5,,1
STL,240113_STLBOS,2024-01-13,2024,H,3,OT,0
TBL,240113_TBLANA,2024-01-13,2024,H,5,,1
TOR,240113_TORCOL,2024-01-13,2024,H,3,,0
VGK,240113_VGKCGY,2024-01-13,2024,H,1,,0
WPG,240113_WPGPHI,2024-01-13,2024,H,0,,0
WSH,240113_WSHNYR,2024-01-13,2024,H,3,,1
NYR,240114_NYRWSH,2024-01-14,2024,H,2,,1
TOR,240114_TORDET,2024-01-14,2024,H,2,,0
BOS,240115_BOSNJD,2024-01-15,2024,H,3,,1
BUF,240115_BUFSJS,2024-01-15,2024,H,3,,1
CAR,240115_CARLAK,2024-01-15,2024,H,2,,0
CBJ,240115_CBJVAN,2024-01-15,2024,H,4,SO,1
FLA,240115_FLAANA,2024-01-15,2024,H,4,OT,0
MIN,240115_MINNYI,2024-01-15,2024,H,5,,1
MTL,240115_MTLCOL,2024-01-15,2024,H,4,,1
PIT,240115_PITSEA,2024-01-15,2024,H,3,,1
STL,240115_STLPHI,2024-01-15,2024,H,2,,0
VGK,240115_VGKNSH,2024-01-15,2024,H,4,,1
CGY,240116_CGYARI,2024-01-16,2024,H,3,OT,1
CHI,240116_CHISJS,2024-01-16,2024,H,2,SO,1
DAL,240116_DALLAK,2024-01-16,2024,H,5,,1
EDM,240116_EDMTOR,2024-01-16,2024,H,4,,1
NYR,240116_NYRSEA,2024-01-16,2024,H,5,,1
OTT,240116_OTTCOL,2024-01-16,2024,H,4,,0
WPG,240116_WPGNYI,2024-01-16,2024,H,4,,1
WSH,240116_WSHANA,2024-01-16,2024,H,2,,1
BUF,240117_BUFCHI,2024-01-17,2024,H,,,
FLA,240117_FLADET,2024-01-17,2024,H,,,
NJD,240117_NJDMTL,2024-01-17,2024,H,,,
BOS,240118_BOSCOL,2024-01-18,2024,H,,,
CGY,240118_CGYTOR,2024-01-18,2024,H,,,
EDM,240118_EDMSEA,2024-01-18,2024,H,,,
LAK,240118_LAKNSH,2024-01-18,2024,H,,,
OTT,240118_OTTMTL,2024-01-18,2024,H,,,
PHI,240118_PHIDAL,2024-01-18,2024,H,,,
TBL,240118_TBLMIN,2024-01-18,2024,H,,,
VAN,240118_VANARI,2024-01-18,2024,H,,,
VGK,240118_VGKNYR,2024-01-18,2024,H,,,
WSH,240118_WSHSTL,2024-01-18,2024,H,,,
CAR,240119_CARDET,2024-01-19,2024,H,,,
CBJ,240119_CBJNJD,2024-01-19,2024,H,,,
CHI,240119_CHINYI,2024-01-19,2024,H,,,
FLA,240119_FLAMIN,2024-01-19,2024,H,,,
ARI,240120_ARINSH,2024-01-20,2024,H,,,
BOS,240120_BOSMTL,2024-01-20,2024,H,,,
BUF,240120_BUFTBL,2024-01-20,2024,H,,,
CGY,240120_CGYEDM,2024-01-20,2024,H,,,
LAK,240120_LAKNYR,2024-01-20,2024,H,,,
NJD,240120_NJDDAL,2024-01-20,2024,H,,,
OTT,240120_OTTWPG,2024-01-20,2024,H,,,
PHI,240120_PHICOL,2024-01-20,2024,H,,,
SJS,240120_SJSANA,2024-01-20,2024,H,,,
STL,240120_STLWSH,2024-01-20,2024,H,,,
VAN,240120_VANTOR,2024-01-20,2024,H,,,
VGK,240120_VGKPIT,2024-01-20,2024,H,,,
ANA,240121_ANANYR,2024-01-21,2024,H,,,
CAR,240121_CARMIN,2024-01-21,2024,H,,,
DET,240121_DETTBL,2024-01-21,2024,H,,,
NYI,240121_NYIDAL,2024-01-21,2024,H,,,
PHI,240121_PHIOTT,2024-01-21,2024,H,,,
SEA,240121_SEATOR,2024-01-21,2024,H,,,
ARI,240122_ARIPIT,2024-01-22,2024,H,,,
BOS,240122_BOSWPG,2024-01-22,2024,H,,,
LAK,240122_LAKSJS,2024-01-22,2024,H,,,
NJD,240122_NJDVGK,2024-01-22,2024,H,,,
NSH,240122_NSHFLA,2024-01-22,2024,H,,,
VAN,240122_VANCHI,2024-01-22,2024,H,,,
ANA,240123_ANABUF,2024-01-23,2024,H,,,
CGY,240123_CGYSTL,2024-01-23,2024,H,,,
DET,240123_DETDAL,2024-01-23,2024,H,,,
EDM,240123_EDMCBJ,2024-01-23,2024,H,,,
MIN,240123_MINWSH,2024-01-23,2024,H,,,
MTL,240123_MTLOTT,2024-01-23,2024,H,,,
NYI,240123_NYIVGK,2024-01-23,2024,H,,,
PHI,240123_PHITBL,2024-01-23,2024,H,,,
SJS,240123_SJSNYR,2024-01-23,2024,H,,,
BOS,240124_BOSCAR,2024-01-24,2024,H,,,
COL,240124_COLWSH,2024-01-24,2024,H,,,
FLA,240124_FLAARI,2024-01-24,2024,H,,,
LAK,240124_LAKBUF,2024-01-24,2024,H,,,
SEA,240124_SEACHI,2024-01-24,2024,H,,,
TOR,240124_TORWPG,2024-01-24,2024,H,,,
VAN,240124_VANSTL,2024-01-24,2024,H,,,
CAR,240125_CARNJD,2024-01-25,2024,H,,,
CGY,240125_CGYCBJ,2024-01-25,2024,H,,,
DAL,240125_DALANA,2024-01-25,2024,H,,,
DET,240125_DETPHI,2024-01-25,2024,H,,,
EDM,240125_EDMCHI,2024-01-25,2024,H,,,
MIN,240125_MINNSH,2024-01-25,2024,H,,,
MTL,240125_MTLNYI,2024-01-25,2024,H,,,
OTT,240125_OTTBOS,2024-01-25,2024,H,,,
TBL,240125_TBLARI,2024-01-25,2024,H,,,
COL,240126_COLLAK,2024-01-26,2024,H,,,
NYR,240126_NYRVGK,2024-01-26,2024,H,,,
PIT,240126_PITFLA,2024-01-26,2024,H,,,
SEA,240126_SEASTL,2024-01-26,2024,H,,,
CAR,240127_CARARI,2024-01-27,2024,H,,,
CGY,240127_CGYCHI,2024-01-27,2024,H,,,
DAL,240127_DALWSH,2024-01-27,2024,H,,,
DET,240127_DETVGK,2024-01-27,2024,H,,,
EDM,240127_EDMNSH,2024-01-27,2024,H,,,
MIN,240127_MINANA,2024-01-27,2024,H,,,
NYI,240127_NYIFLA,2024-01-27,2024,H,,,
OTT,240127_OTTNYR,2024-01-27,2024,H,,,
PHI,240127_PHIBOS,2024-01-27,2024,H,,,
PIT,240127_PITMTL,2024-01-27,2024,H,,,
SJS,240127_SJSBUF,2024-01-27,2024,H,,,
TBL,240127_TBLNJD,2024-01-27,2024,H,,,
VAN,240127_VANCBJ,2024-01-27,2024,H,,,
WPG,240127_WPGTOR,2024-01-27,2024,H,,,
SEA,240128_SEACBJ,2024-01-28,2024,H,,,
STL,240128_STLLAK,2024-01-28,2024,H,,,
OTT,240129_OTTNSH,2024-01-29,2024,H,,,
SJS,240130_SJSSEA,2024-01-30,2024,H,,,
STL,240130_STLCBJ,2024-01-30,2024,H,,,
ANA,240131_ANASJS,2024-01-31,2024,H,,,
DET,240131_DETOTT,2024-01-31,2024,H,,,
NSH,240131_NSHLAK,2024-01-31,2024,H,,,
NYR,240205_NYRCOL,2024-02-05,2024,H,,,
TOR,240205_TORNYI,2024-02-05,2024,H,,,
BOS,240206_BOSCGY,2024-02-06,2024,H,,,
BUF,240206_BUFDAL,2024-02-06,2024,H,,,
CAR,240206_CARVAN,2024-02-06,2024,H,,,
FLA,240206_FLAPHI,2024-02-06,2024,H,,,
NJD,240206_NJDCOL,2024-02-06,2024,H,,,
