team,game_id,date,season,location,G,OT_status,win_flag
FLA,231210_CBJFLA,2023-12-10,2024,A,5,,1
WSH,231210_CHIWSH,2023-12-10,2024,A,4,,1
NJD,231210_EDMNJD,2023-12-10,2024,A,1,,0
NSH,231210_MTLNSH,2023-12-10,2024,A,2,,1
LAK,231210_NYRLAK,2023-12-10,2024,A,1,,0
MIN,231210_SEAMIN,2023-12-10,2024,A,3,,1
SJS,231210_VGKSJS,2023-12-10,2024,A,4,SO,0
ARI,231211_BUFARI,2023-12-11,2024,A,2,,0
CGY,231211_COLCGY,2023-12-11,2024,A,5,,0
DET,231211_DALDET,2023-12-11,2024,A,3,,0
TOR,231211_NYITOR,2023-12-11,2024,A,3,OT,0
CHI,231212_EDMCHI,2023-12-12,2024,A,1,,0
PHI,231212_NSHPHI,2023-12-12,2024,A,2,OT,0
TOR,231212_NYRTOR,2023-12-12,2024,A,7,,1
CAR,231212_OTTCAR,2023-12-12,2024,A,4,,1
ARI,231212_PITARI,2023-12-12,2024,A,2,,0
FLA,231212_SEAFLA,2023-12-12,2024,A,0,,0
WPG,231212_SJSWPG,2023-12-12,2024,A,1,,0
DET,231212_STLDET,2023-12-12,2024,A,6,,1
TBL,231212_VANTBL,2023-12-12,2024,A,1,,0
CGY,231212_VGKCGY,2023-12-12,2024,A,4,OT,0
BUF,231213_COLBUF,2023-12-13,2024,A,1,,0
WPG,231213_LAKWPG,2023-12-13,2024,A,5,,1
PIT,231213_MTLPIT,2023-12-13,2024,A,4,SO,1
BOS,231213_NJDBOS,2023-12-13,2024,A,1,OT,0
ANA,231213_NYIANA,2023-12-13,2024,A,3,,0
CAR,231214_DETCAR,2023-12-14,2024,A,2,,1
TBL,231214_EDMTBL,2023-12-14,2024,A,7,,1
CGY,231214_MINCGY,2023-12-14,2024,A,2,SO,0
WSH,231214_PHIWSH,2023-12-14,2024,A,3,SO,0
CHI,231214_SEACHI,2023-12-14,2024,A,1,,0
OTT,231214_STLOTT,2023-12-14,2024,A,2,,0
CBJ,231214_TORCBJ,2023-12-14,2024,A,6,OT,1
FLA,231214_VANFLA,2023-12-14,2024,A,0,,0
SJS,231215_ARISJS,2023-12-15,2024,A,0,,0
NSH,231215_CARNSH,2023-12-15,2024,A,6,OT,1
OTT,231215_DALOTT,2023-12-15,2024,A,4,,0
BOS,231215_NYIBOS,2023-12-15,2024,A,5,SO,1
ANA,231215_NYRANA,2023-12-15,2024,A,1,,0
BUF,231215_VGKBUF,2023-12-15,2024,A,5,,1
BUF,231216_ARIBUF,2023-12-16,2024,A,0,,0
NYR,231216_BOSNYR,2023-12-16,2024,A,2,OT,1
NJD,231216_CBJNJD,2023-12-16,2024,A,6,,1
TBL,231216_CGYTBL,2023-12-16,2024,A,2,,0
FLA,231216_EDMFLA,2023-12-16,2024,A,5,,1
VAN,231216_MINVAN,2023-12-16,2024,A,1,SO,0
NYI,231216_MTLNYI,2023-12-16,2024,A,3,,0
WSH,231216_NSHWSH,2023-12-16,2024,A,1,,0
DET,231216_PHIDET,2023-12-16,2024,A,0,,0
LAK,231216_SEALAK,2023-12-16,2024,A,3,SO,1
DAL,231216_STLDAL,2023-12-16,2024,A,3,OT,0
PIT,231216_TORPIT,2023-12-16,2024,A,0,,0
COL,231216_WPGCOL,2023-12-16,2024,A,2,,0
WSH,231217_CARWSH,2023-12-17,2024,A,2,SO,1
VAN,231217_CHIVAN,2023-12-17,2024,A,4,,1
SJS,231217_COLSJS,2023-12-17,2024,A,2,,0
ANA,231217_NJDANA,2023-12-17,2024,A,5,,1
OTT,231217_VGKOTT,2023-12-17,2024,A,3,,0
FLA,231218_CGYFLA,2023-12-18,2024,A,1,,0
SEA,231218_DALSEA,2023-12-18,2024,A,3,OT,0
ANA,231218_DETANA,2023-12-18,2024,A,4,,1
MIN,231218_PITMIN,2023-12-18,2024,A,3,,0
MTL,231218_WPGMTL,2023-12-18,2024,A,3,OT,1
OTT,231219_ARIOTT,2023-12-19,2024,A,3,,0
MIN,231219_BOSMIN,2023-12-19,2024,A,4,OT,1
CBJ,231219_BUFCBJ,2023-12-19,2024,A,9,,1
VGK,231219_CARVGK,2023-12-19,2024,A,3,,0
COL,231219_CHICOL,2023-12-19,2024,A,2,,0
PHI,231219_NJDPHI,2023-12-19,2024,A,3,OT,1
VAN,231219_NSHVAN,2023-12-19,2024,A,5,,1
EDM,231219_NYIEDM,2023-12-19,2024,A,1,,0
LAK,231219_SJSLAK,2023-12-19,2024,A,4,,1
STL,231219_TBLSTL,2023-12-19,2024,A,1,,0
NYR,231219_TORNYR,2023-12-19,2024,A,5,,1
SEA,231220_LAKSEA,2023-12-20,2024,A,2,,1
DET,231220_WPGDET,2023-12-20,2024,A,2,,0
NYI,231220_WSHNYI,2023-12-20,2024,A,2,OT,0
CGY,231221_ANACGY,2023-12-21,2024,A,3,,1
TOR,231221_BUFTOR,2023-12-21,2024,A,3,,0
WSH,231221_CBJWSH,2023-12-21,2024,A,3,OT,1
OTT,231221_COLOTT,2023-12-21,2024,A,4,,0
VAN,231221_DALVAN,2023-12-21,2024,A,3,OT,0
STL,231221_FLASTL,2023-12-21,2024,A,4,,1
MTL,231221_MINMTL,2023-12-21,2024,A,3,OT,0
EDM,231221_NJDEDM,2023-12-21,2024,A,6,,1
NSH,231221_PHINSH,2023-12-21,2024,A,4,,1
CAR,231221_PITCAR,2023-12-21,2024,A,1,SO,0
ARI,231221_SJSARI,2023-12-21,2024,A,5,,1
VGK,231221_TBLVGK,2023-12-21,2024,A,4,,0
MTL,231222_CHIMTL,2023-12-22,2024,A,5,,1
PHI,231222_DETPHI,2023-12-22,2024,A,6,SO,0
EDM,231222_NYREDM,2023-12-22,2024,A,4,,1
BOS,231222_WPGBOS,2023-12-22,2024,A,1,,0
SEA,231223_ANASEA,2023-12-23,2024,A,3,,1
NYI,231223_CARNYI,2023-12-23,2024,A,5,,1
TOR,231223_CBJTOR,2023-12-23,2024,A,4,,1
ARI,231223_COLARI,2023-12-23,2024,A,1,,0
VGK,231223_FLAVGK,2023-12-23,2024,A,2,,0
CGY,231223_LAKCGY,2023-12-23,2024,A,3,,0
BOS,231223_MINBOS,2023-12-23,2024,A,2,,0
DET,231223_NJDDET,2023-12-23,2024,A,2,,0
DAL,231223_NSHDAL,2023-12-23,2024,A,3,,1
BUF,231223_NYRBUF,2023-12-23,2024,A,3,OT,0
PIT,231223_OTTPIT,2023-12-23,2024,A,4,OT,0
CHI,231223_STLCHI,2023-12-23,2024,A,5,,0
SJS,231223_VANSJS,2023-12-23,2024,A,4,,0
TBL,231223_WSHTBL,2023-12-23,2024,A,2,SO,1
VGK,231227_ANAVGK,2023-12-27,2024,A,2,,0
COL,231227_ARICOL,2023-12-27,2024,A,4,OT,0
BOS,231227_BUFBOS,2023-12-27,2024,A,4,,1
SEA,231227_CGYSEA,2023-12-27,2024,A,2,,1
WPG,231227_CHIWPG,2023-12-27,2024,A,1,OT,0
SJS,231227_LAKSJS,2023-12-27,2024,A,1,,0
DET,231227_MINDET,2023-12-27,2024,A,3,,0
CBJ,231227_NJDCBJ,2023-12-27,2024,A,3,OT,0
CAR,231227_NSHCAR,2023-12-27,2024,A,5,,1
PIT,231227_NYIPIT,2023-12-27,2024,A,7,,1
WSH,231227_NYRWSH,2023-12-27,2024,A,1,,0
DAL,231227_STLDAL,2023-12-27,2024,A,1,,0
FLA,231227_TBLFLA,2023-12-27,2024,A,3,,1
OTT,231227_TOROTT,2023-12-27,2024,A,4,,1
MTL,231228_CARMTL,2023-12-28,2024,A,3,,0
EDM,231228_SJSEDM,2023-12-28,2024,A,5,,1
PHI,231228_VANPHI,2023-12-28,2024,A,4,,1
LAK,231228_VGKLAK,2023-12-28,2024,A,2,,0
ARI,231229_ANAARI,2023-12-29,2024,A,2,,1
TOR,231229_CBJTOR,2023-12-29,2024,A,5,OT,0
CHI,231229_DALCHI,2023-12-29,2024,A,4,OT,0
NSH,231229_DETNSH,2023-12-29,2024,A,4,OT,0
NYR,231229_FLANYR,2023-12-29,2024,A,3,,0
WSH,231229_NYIWSH,2023-12-29,2024,A,1,,0
NJD,231229_OTTNJD,2023-12-29,2024,A,6,,1
PHI,231229_SEAPHI,2023-12-29,2024,A,1,OT,0
COL,231229_STLCOL,2023-12-29,2024,A,2,,1
NJD,231230_BOSNJD,2023-12-30,2024,A,2,,0
CBJ,231230_BUFCBJ,2023-12-30,2024,A,2,OT,0
MTL,231230_FLAMTL,2023-12-30,2024,A,1,,0
EDM,231230_LAKEDM,2023-12-30,2024,A,3,SO,1
STL,231230_PITSTL,2023-12-30,2024,A,2,,0
NYR,231230_TBLNYR,2023-12-30,2024,A,5,,1
CAR,231230_TORCAR,2023-12-30,2024,A,3,,1
MIN,231230_WPGMIN,2023-12-30,2024,A,2,,0
NSH,231230_WSHNSH,2023-12-30,2024,A,3,SO,1
EDM,231231_ANAEDM,2023-12-31,2024,A,7,,1
PHI,231231_CGYPHI,2023-12-31,2024,A,3,,0
SJS,231231_COLSJS,2023-12-31,2024,A,1,,0
CHI,231231_DALCHI,2023-12-31,2024,A,1,,0
BOS,231231_DETBOS,2023-12-31,2024,A,5,,1
WPG,231231_MINWPG,2023-12-31,2024,A,3,,1
BUF,231231_OTTBUF,2023-12-31,2024,A,1,,0
NYI,231231_PITNYI,2023-12-31,2024,A,1,,0
MTL,231231_TBLMTL,2023-12-31,2024,A,3,,0
VGK,240101_SEAVGK,2024-01-01,2024,A,0,,0
FLA,240102_ARIFLA,2024-01-02,2024,A,4,,1
BOS,240102_CBJBOS,2024-01-02,2024,A,4,,1
NYI,240102_COLNYI,2024-01-02,2024,A,4,OT,0
MTL,240102_DALMTL,2024-01-02,2024,A,4,,1
PHI,240102_EDMPHI,2024-01-02,2024,A,2,,0
TOR,240102_LAKTOR,2024-01-02,2024,A,3,,1
CGY,240102_MINCGY,2024-01-02,2024,A,3,,1
CHI,240102_NSHCHI,2024-01-02,2024,A,0,,0
CAR,240102_NYRCAR,2024-01-02,2024,A,6,,1
WSH,240102_PITWSH,2024-01-02,2024,A,4,,1
DET,240102_SJSDET,2024-01-02,2024,A,5,,1
OTT,240102_VANOTT,2024-01-02,2024,A,3,,0
TBL,240102_WPGTBL,2024-01-02,2024,A,2,,0
TOR,240103_ANATOR,2024-01-03,2024,A,2,OT,1
NJD,240103_WSHNJD,2024-01-03,2024,A,6,,1
NYI,240104_ARINYI,2024-01-04,2024,A,5,,1
PIT,240104_BOSPIT,2024-01-04,2024,A,6,,1
COL,240104_DALCOL,2024-01-04,2024,A,5,OT,1
DET,240104_LAKDET,2024-01-04,2024,A,4,SO,1
TBL,240104_MINTBL,2024-01-04,2024,A,4,,1
BUF,240104_MTLBUF,2024-01-04,2024,A,6,,1
CGY,240104_NSHCGY,2024-01-04,2024,A,6,,1
CHI,240104_NYRCHI,2024-01-04,2024,A,1,,0
CBJ,240104_PHICBJ,2024-01-04,2024,A,3,SO,1
OTT,240104_SEAOTT,2024-01-04,2024,A,1,,0
WPG,240104_SJSWPG,2024-01-04,2024,A,2,,1
VAN,240104_STLVAN,2024-01-04,2024,A,1,,0
FLA,240104_VGKFLA,2024-01-04,2024,A,4,,1
WPG,240105_ANAWPG,2024-01-05,2024,A,3,,1
CHI,240105_NJDCHI,2024-01-05,2024,A,2,,0
CAR,240105_WSHCAR,2024-01-05,2024,A,6,,1
TBL,240106_BOSTBL,2024-01-06,2024,A,3,,0
STL,240106_CARSTL,2024-01-06,2024,A,2,SO,1
MIN,240106_CBJMIN,2024-01-06,2024,A,4,OT,1
FLA,240106_COLFLA,2024-01-06,2024,A,8,,1
NSH,240106_DALNSH,2024-01-06,2024,A,4,,1
OTT,240106_EDMOTT,2024-01-06,2024,A,1,,0
NYR,240106_MTLNYR,2024-01-06,2024,A,3,SO,0
VAN,240106_NJDVAN,2024-01-06,2024,A,6,,1
CGY,240106_PHICGY,2024-01-06,2024,A,2,,0
BUF,240106_PITBUF,2024-01-06,2024,A,3,,1
TOR,240106_SJSTOR,2024-01-06,2024,A,4,,1
NYI,240106_VGKNYI,2024-01-06,2024,A,2,,0
DET,240107_ANADET,2024-01-07,2024,A,3,,1
WPG,240107_ARIWPG,2024-01-07,2024,A,6,,1
CGY,240107_CHICGY,2024-01-07,2024,A,3,,0
LAK,240107_WSHLAK,2024-01-07,2024,A,3,,0
BOS,240108_COLBOS,2024-01-08,2024,A,3,SO,0
DAL,240108_MINDAL,2024-01-08,2024,A,4,,1
VAN,240108_NYRVAN,2024-01-08,2024,A,6,,1
PIT,240108_PHIPIT,2024-01-08,2024,A,4,,1
BOS,240109_ARIBOS,2024-01-09,2024,A,3,OT,0
SEA,240109_BUFSEA,2024-01-09,2024,A,5,,1
OTT,240109_CGYOTT,2024-01-09,2024,A,3,,0
EDM,240109_CHIEDM,2024-01-09,2024,A,2,,1
ANA,240109_NSHANA,2024-01-09,2024,A,5,,1
VAN,240109_NYIVAN,2024-01-09,2024,A,5,,1
FLA,240109_STLFLA,2024-01-09,2024,A,5,,1
LAK,240109_TBLLAK,2024-01-09,2024,A,2,OT,0
SJS,240109_TORSJS,2024-01-09,2024,A,1,,0
CBJ,240109_WPGCBJ,2024-01-09,2024,A,0,,0
VGK,240110_COLVGK,2024-01-10,2024,A,0,,0
MIN,240110_DALMIN,2024-01-10,2024,A,2,,0
MTL,240110_PHIMTL,2024-01-10,2024,A,2,SO,0
CGY,240111_ARICGY,2024-01-11,2024,A,6,,1
OTT,240111_BUFOTT,2024-01-11,2024,A,3,,0
ANA,240111_CARANA,2024-01-11,2024,A,3,,0
EDM,240111_DETEDM,2024-01-11,2024,A,3,OT,1
LAK,240111_FLALAK,2024-01-11,2024,A,2,OT,0
SJS,240111_MTLSJS,2024-01-11,2024,A,3,,1
TOR,240111_NYITOR,2024-01-11,2024,A,3,OT,0
VAN,240111_PITVAN,2024-01-11,2024,A,4,OT,1
NYR,240111_STLNYR,2024-01-11,2024,A,2,,0
NJD,240111_TBLNJD,2024-01-11,2024,A,3,OT,0
BOS,240111_VGKBOS,2024-01-11,2024,A,1,OT,0
CHI,240111_WPGCHI,2024-01-11,2024,A,1,,0
SEA,240111_WSHSEA,2024-01-11,2024,A,4,,1
NSH,240112_DALNSH,2024-01-12,2024,A,6,,1
PHI,240112_MINPHI,2024-01-12,2024,A,4,OT,1
VAN,240113_BUFVAN,2024-01-13,2024,A,1,,1
PIT,240113_CARPIT,2024-01-13,2024,A,2,OT,0
SEA,240113_CBJSEA,2024-01-13,2024,A,7,,1
DAL,240113_CHIDAL,2024-01-13,2024,A,3,,1
LAK,240113_DETLAK,2024-01-13,2024,A,3,,0
NJD,240113_FLANJD,2024-01-13,2024,A,4,,1
ARI,240113_MINARI,2024-01-13,2024,A,6,,1
EDM,240113_MTLEDM,2024-01-13,2024,A,2,OT,1
NYI,240113_NSHNYI,2024-01-13,2024,A,1,,0
SJS,240113_OTTSJS,2024-01-13,2024,A,4,,0
BOS,240113_STLBOS,2024-01-13,2024,A,4,OT,1
ANA,240113_TBLANA,2024-01-13,2024,A,1,,0
COL,240113_TORCOL,2024-01-13,2024,A,5,,1
CGY,240113_VGKCGY,2024-01-13,2024,A,3,,1
PHI,240113_WPGPHI,2024-01-13,2024,A,2,,1
NYR,240113_WSHNYR,2024-01-13,2024,A,2,,0
WSH,240114_NYRWSH,2024-01-14,2024,A,1,,0
DET,240114_TORDET,2024-01-14,2024,A,4,,1
NJD,240115_BOSNJD,2024-01-15,2024,A,0,,0
SJS,240115_BUFSJS,2024-01-15,2024,A,0,,0
LAK,240115_CARLAK,2024-01-15,2024,A,5,,1
VAN,240115_CBJVAN,2024-01-15,2024,A,3,SO,0
ANA,240115_FLAANA,2024-01-15,2024,A,5,OT,1
NYI,240115_MINNYI,2024-01-15,2024,A,0,,0
COL,240115_MTLCOL,2024-01-15,2024,A,3,,0
SEA,240115_PITSEA,2024-01-15,2024,A,0,,0
PHI,240115_STLPHI,2024-01-15,2024,A,4,,1
NSH,240115_VGKNSH,2024-01-15,2024,A,1,,0
ARI,240116_CGYARI,2024-01-16,2024,A,2,OT,0
SJS,240116_CHISJS,2024-01-16,2024,A,1,SO,0
LAK,240116_DALLAK,2024-01-16,2024,A,1,,0
TOR,240116_EDMTOR,2024-01-16,2024,A,2,,0
SEA,240116_NYRSEA,2024-01-16,2024,A,2,,0
COL,240116_OTTCOL,2024-01-16,2024,A,7,,1
NYI,240116_WPGNYI,2024-01-16,2024,A,2,,0
ANA,240116_WSHANA,2024-01-16,2024,A,0,,0
CHI,240117_BUFCHI,2024-01-17,2024,A,,,
DET,240117_FLADET,2024-01-17,2024,A,,,
MTL,240117_NJDMTL,2024-01-17,2024,A,,,
COL,240118_BOSCOL,2024-01-18,2024,A,,,
TOR,240118_CGYTOR,2024-01-18,2024,A,,,
SEA,240118_EDMSEA,2024-01-18,2024,A,,,
NSH,240118_LAKNSH,2024-01-18,2024,A,,,
MTL,240118_OTTMTL,2024-01-18,2024,A,,,
DAL,240118_PHIDAL,2024-01-18,2024,A,,,
MIN,240118_TBLMIN,2024-01-18,2024,A,,,
ARI,240118_VANARI,2024-01-18,2024,A,,,
NYR,240118_VGKNYR,2024-01-18,2024,A,,,
STL,240118_WSHSTL,2024-01-18,2024,A,,,
DET,240119_CARDET,2024-01-19,2024,A,,,
NJD,240119_CBJNJD,2024-01-19,2024,A,,,
NYI,240119_CHINYI,2024-01-19,2024,A,,,
MIN,240119_FLAMIN,2024-01-19,2024,A,,,
NSH,240120_ARINSH,2024-01-20,2024,A,,,
MTL,240120_BOSMTL,2024-01-20,2024,A,,,
TBL,240120_BUFTBL,2024-01-20,2024,A,,,
EDM,240120_CGYEDM,2024-01-20,2024,A,,,
NYR,240120_LAKNYR,2024-01-20,2024,A,,,
DAL,240120_NJDDAL,2024-01-20,2024,A,,,
WPG,240120_OTTWPG,2024-01-20,2024,A,,,
COL,240120_PHICOL,2024-01-20,2024,A,,,
ANA,240120_SJSANA,2024-01-20,2024,A,,,
WSH,240120_STLWSH,2024-01-20,2024,A,,,
TOR,240120_VANTOR,2024-01-20,2024,A,,,
PIT,240120_VGKPIT,2024-01-20,2024,A,,,
NYR,240121_ANANYR,2024-01-21,2024,A,,,
MIN,240121_CARMIN,2024-01-21,2024,A,,,
TBL,240121_DETTBL,2024-01-21,2024,A,,,
DAL,240121_NYIDAL,2024-01-21,2024,A,,,
OTT,240121_PHIOTT,2024-01-21,2024,A,,,
TOR,240121_SEATOR,2024-01-21,2024,A,,,
PIT,240122_ARIPIT,2024-01-22,2024,A,,,
WPG,240122_BOSWPG,2024-01-22,2024,A,,,
SJS,240122_LAKSJS,2024-01-22,2024,A,,,
VGK,240122_NJDVGK,2024-01-22,2024,A,,,
FLA,240122_NSHFLA,2024-01-22,2024,A,,,
CHI,240122_VANCHI,2024-01-22,2024,A,,,
BUF,240123_ANABUF,2024-01-23,2024,A,,,
STL,240123_CGYSTL,2024-01-23,2024,A,,,
DAL,240123_DETDAL,2024-01-23,2024,A,,,
CBJ,240123_EDMCBJ,2024-01-23,2024,A,,,
WSH,240123_MINWSH,2024-01-23,2024,A,,,
OTT,240123_MTLOTT,2024-01-23,2024,A,,,
VGK,240123_NYIVGK,2024-01-23,2024,A,,,
TBL,240123_PHITBL,2024-01-23,2024,A,,,
NYR,240123_SJSNYR,2024-01-23,2024,A,,,
CAR,240124_BOSCAR,2024-01-24,2024,A,,,
WSH,240124_COLWSH,2024-01-24,2024,A,,,
ARI,240124_FLAARI,2024-01-24,2024,A,,,
BUF,240124_LAKBUF,2024-01-24,2024,A,,,
CHI,240124_SEACHI,2024-01-24,2024,A,,,
WPG,240124_TORWPG,2024-01-24,2024,A,,,
STL,240124_VANSTL,2024-01-24,2024,A,,,
NJD,240125_CARNJD,2024-01-25,2024,A,,,
CBJ,240125_CGYCBJ,2024-01-25,2024,A,,,
ANA,240125_DALANA,2024-01-25,2024,A,,,
PHI,240125_DETPHI,2024-01-25,2024,A,,,
CHI,240125_EDMCHI,2024-01-25,2024,A,,,
NSH,240125_MINNSH,2024-01-25,2024,A,,,
NYI,240125_MTLNYI,2024-01-25,2024,A,,,
BOS,240125_OTTBOS,2024-01-25,2024,A,,,
ARI,240125_TBLARI,2024-01-25,2024,A,,,
LAK,240126_COLLAK,2024-01-26,2024,A,,,
VGK,240126_NYRVGK,2024-01-26,2024,A,,,
FLA,240126_PITFLA,2024-01-26,2024,A,,,
STL,240126_SEASTL,2024-01-26,2024,A,,,
ARI,240127_CARARI,2024-01-27,2024,A,,,
CHI,240127_CGYCHI,2024-01-27,2024,A,,,
WSH,240127_DALWSH,2024-01-27,2024,A,,,
VGK,240127_DETVGK,2024-01-27,2024,A,,,
NSH,240127_EDMNSH,2024-01-27,2024,A,,,
ANA,240127_MINANA,2024-01-27,2024,A,,,
FLA,240127_NYIFLA,2024-01-27,2024,A,,,
NYR,240127_OTTNYR,2024-01-27,2024,A,,,
BOS,240127_PHIBOS,2024-01-27,2024,A,,,
MTL,240127_PITMTL,2024-01-27,2024,A,,,
BUF,240127_SJSBUF,2024-01-27,2024,A,,,
NJD,240127_TBLNJD,2024-01-27,2024,A,,,
CBJ,240127_VANCBJ,2024-01-27,2024,A,,,
TOR,240127_WPGTOR,2024-01-27,2024,A,,,
CBJ,240128_SEACBJ,2024-01-28,2024,A,,,
LAK,240128_STLLAK,2024-01-28,2024,A,,,
NSH,240129_OTTNSH,2024-01-29,2024,A,,,
SEA,240130_SJSSEA,2024-01-30,2024,A,,,
CBJ,240130_STLCBJ,2024-01-30,2024,A,,,
SJS,240131_ANASJS,2024-01-31,2024,A,,,
OTT,240131_DETOTT,2024-01-31,2024,A,,,
LAK,240131_NSHLAK,2024-01-31,2024,A,,,
COL,240205_NYRCOL,2024-02-05,2024,A,,,
NYI,240205_TORNYI,2024-02-05,2024,A,,,
CGY,240206_BOSCGY,2024-02-06,2024,A,,,
DAL,240206_BUFDAL,2024-02-06,2024,A,,,
VAN,240206_CARVAN,2024-02-06,2024,A,,,
PHI,240206_FLAPHI,2024-02-06,2024,A,,,
COL,240206_NJDCOL,2024-02-06,2024,A,,,
WPG,240206_PITWPG,2024-02-06,2024,A,,,
EDM,240206_VGKEDM,2024-02-06,2024,A,,,
MTL,240206_WSHMTL,2024-02-06,2024,A,,,
MIN,240207_CHIMIN,2024-02-07,2024,A,,,
TBL,240207_NYRTBL,2024-02-07,2024,A,,,
DAL,240207_TORDAL,2024-02-07,2024,A,,,
VGK,240208_ARIVGK,2024-02-08,2024,A,,,
VAN,240208_BOSVAN,2024-02-08,2024,A,,,
COL,240208_CARCOL,2024-02-08,2024,A,,,
WSH,240208_FLAWSH,2024-02-08,2024,A,,,
CGY,240208_NJDCGY,2024-02-08,2024,A,,,
TBL,240208_NYITBL,2024-02-08,2024,A,,,
WPG,240208_PHIWPG,2024-02-08,2024,A,,,
EDM,240209_ANAEDM,2024-02-09,2024,A,,,
NYR,240209_CHINYR,2024-02-09,2024,A,,,
PIT,240209_MINPIT,2024-02-09,2024,A,,,
WSH,240210_BOSWSH,2024-02-10,2024,A,,,
STL,240210_BUFSTL,2024-02-10,2024,A,,,
NJD,240210_CARNJD,2024-02-10,2024,A,,,
TBL,240210_CBJTBL,2024-02-10,2024,A,,,
VAN,240210_DETVAN,2024-02-10,2024,A,,,
COL,240210_FLACOL,2024-02-10,2024,A,,,
EDM,240210_LAKEDM,2024-02-10,2024,A,,,
DAL,240210_MTLDAL,2024-02-10,2024,A,,,
ARI,240210_NSHARI,2024-02-10,2024,A,,,
CGY,240210_NYICGY,2024-02-10,2024,A,,,
TOR,240210_OTTTOR,2024-02-10,2024,A,,,
SEA,240210_PHISEA,2024-02-10,2024,A,,,
PIT,240210_WPGPIT,2024-02-10,2024,A,,,
STL,240211_MTLSTL,2024-02-11,2024,A,,,
VAN,240211_WSHVAN,2024-02-11,2024,A,,,
SEA,240212_NJDSEA,2024-02-12,2024,A,,,
CGY,240212_NYRCGY,2024-02-12,2024,A,,,
ARI,240212_PHIARI,2024-02-12,2024,A,,,
MIN,240212_VGKMIN,2024-02-12,2024,A,,,
TBL,240213_BOSTBL,2024-02-13,2024,A,,,
LAK,240213_BUFLAK,2024-02-13,2024,A,,,
VAN,240213_CHIVAN,2024-02-13,2024,A,,,
CAR,240213_DALCAR,2024-02-13,2024,A,,,
DET,240213_EDMDET,2024-02-13,2024,A,,,
ANA,240213_MTLANA,2024-02-13,2024,A,,,
NJD,240213_NSHNJD,2024-02-13,2024,A,,,
SEA,240213_NYISEA,2024-02-13,2024,A,,,
CBJ,240213_OTTCBJ,2024-02-13,2024,A,,,
STL,240213_TORSTL,2024-02-13,2024,A,,,
COL,240213_WSHCOL,2024-02-13,2024,A,,,
MIN,240214_ARIMIN,2024-02-14,2024,A,,,
FLA,240214_PITFLA,2024-02-14,2024,A,,,
SJS,240214_WPGSJS,2024-02-14,2024,A,,,
SEA,240215_BOSSEA,2024-02-15,2024,A,,,
FLA,240215_BUFFLA,2024-02-15,2024,A,,,
SJS,240215_CGYSJS,2024-02-15,2024,A,,,
PIT,240215_CHIPIT,2024-02-15,2024,A,,,
LAK,240215_NJDLAK,2024-02-15,2024,A,,,
DAL,240215_NSHDAL,2024-02-15,2024,A,,,
MTL,240215_NYRMTL,2024-02-15,2024,A,,,
ANA,240215_OTTANA,2024-02-15,2024,A,,,
EDM,240215_STLEDM,2024-02-15,2024,A,,,
COL,240215_TBLCOL,2024-02-15,2024,A,,,
PHI,240215_TORPHI,2024-02-15,2024,A,,,
DET,240215_VANDET,2024-02-15,2024,A,,,
CAR,240216_ARICAR,2024-02-16,2024,A,,,
LAK,240217_BOSLAK,2024-02-17,2024,A,,,
DET,240217_CGYDET,2024-02-17,2024,A,,,
OTT,240217_CHIOTT,2024-02-17,2024,A,,,
EDM,240217_DALEDM,2024-02-17,2024,A,,,
BUF,240217_MINBUF,2024-02-17,2024,A,,,
WSH,240217_MTLWSH,2024-02-17,2024,A,,,
PHI,240217_NJDPHI,2024-02-17,2024,A,,,
CBJ,240217_SJSCBJ,2024-02-17,2024,A,,,
NSH,240217_STLNSH,2024-02-17,2024,A,,,
FLA,240217_TBLFLA,2024-02-17,2024,A,,,
ANA,240217_TORANA,2024-02-17,2024,A,,,
WPG,240217_VANWPG,2024-02-17,2024,A,,,
CAR,240217_VGKCAR,2024-02-17,2024,A,,,
ARI,240218_COLARI,2024-02-18,2024,A,,,
NYR,240218_NYINYR,2024-02-18,2024,A,,,
LAK,240218_PITLAK,2024-02-18,2024,A,,,
EDM,240219_ARIEDM,2024-02-19,2024,A,,,
DAL,240219_BOSDAL,2024-02-19,2024,A,,,
ANA,240219_BUFANA,2024-02-19,2024,A,,,
CHI,240219_CARCHI,2024-02-19,2024,A,,,
WPG,240219_CGYWPG,2024-02-19,2024,A,,,
VAN,240219_MINVAN,2024-02-19,2024,A,,,
DET,240219_SEADET,2024-02-19,2024,A,,,
VGK,240219_SJSVGK,2024-02-19,2024,A,,,
TOR,240219_STLTOR,2024-02-19,2024,A,,,
OTT,240219_TBLOTT,2024-02-19,2024,A,,,
VAN,240220_COLVAN,2024-02-20,2024,A,,,
OTT,240220_FLAOTT,2024-02-20,2024,A,,,
CBJ,240220_LAKCBJ,2024-02-20,2024,A,,,
DAL,240220_NYRDAL,2024-02-20,2024,A,,,
NYI,240220_PITNYI,2024-02-20,2024,A,,,
NSH,240220_VGKNSH,2024-02-20,2024,A,,,
MIN,240220_WPGMIN,2024-02-20,2024,A,,,
NJD,240220_WSHNJD,2024-02-20,2024,A,,,
CBJ,240221_ANACBJ,2024-02-21,2024,A,,,
TOR,240221_ARITOR,2024-02-21,2024,A,,,
PHI,240221_CHIPHI,2024-02-21,2024,A,,,
BOS,240221_EDMBOS,2024-02-21,2024,A,,,
