team,game_id,date,season,location,G,OT_status,win_flag
SJS,230220_SJSSEA,2023-02-20,2023,H,4,,1
BUF,230221_BUFTOR,2023-02-21,2023,H,3,,0
CAR,230221_CARSTL,2023-02-21,2023,H,4,,1
CHI,230221_CHIVGK,2023-02-21,2023,H,3,SO,1
EDM,230221_EDMPHI,2023-02-21,2023,H,4,,1
MIN,230221_MINLAK,2023-02-21,2023,H,2,,1
NJD,230221_NJDMTL,2023-02-21,2023,H,2,,0
NSH,230221_NSHVAN,2023-02-21,2023,H,5,SO,1
TBL,230221_TBLANA,2023-02-21,2023,H,6,,1
WSH,230221_WSHDET,2023-02-21,2023,H,1,,0
ARI,230222_ARICGY,2023-02-22,2023,H,3,,0
DAL,230222_DALCHI,2023-02-22,2023,H,3,,0
NYI,230222_NYIWPG,2023-02-22,2023,H,2,,1
CBJ,230223_CBJMIN,2023-02-23,2023,H,0,,0
DET,230223_DETNYR,2023-02-23,2023,H,4,,1
NJD,230223_NJDLAK,2023-02-23,2023,H,4,OT,1
PIT,230223_PITEDM,2023-02-23,2023,H,2,,0
SEA,230223_SEABOS,2023-02-23,2023,H,5,,0
SJS,230223_SJSNSH,2023-02-23,2023,H,2,,0
STL,230223_STLVAN,2023-02-23,2023,H,2,OT,0
TBL,230223_TBLBUF,2023-02-23,2023,H,5,OT,0
VGK,230223_VGKCGY,2023-02-23,2023,H,4,OT,1
WSH,230223_WSHANA,2023-02-23,2023,H,2,,0
CAR,230224_CAROTT,2023-02-24,2023,H,4,,1
FLA,230224_FLABUF,2023-02-24,2023,H,1,,0
NYI,230224_NYILAK,2023-02-24,2023,H,2,,0
PHI,230224_PHIMTL,2023-02-24,2023,H,2,,0
TOR,230224_TORMIN,2023-02-24,2023,H,2,OT,1
WPG,230224_WPGCOL,2023-02-24,2023,H,1,,0
CAR,230225_CARANA,2023-02-25,2023,H,2,,0
CBJ,230225_CBJEDM,2023-02-25,2023,H,6,,1
COL,230225_COLCGY,2023-02-25,2023,H,4,,1
DET,230225_DETTBL,2023-02-25,2023,H,0,,0
MTL,230225_MTLOTT,2023-02-25,2023,H,2,,0
NJD,230225_NJDPHI,2023-02-25,2023,H,7,,1
SJS,230225_SJSCHI,2023-02-25,2023,H,3,SO,0
STL,230225_STLPIT,2023-02-25,2023,H,2,OT,0
VAN,230225_VANBOS,2023-02-25,2023,H,1,,0
VGK,230225_VGKDAL,2023-02-25,2023,H,2,SO,0
WSH,230225_WSHNYR,2023-02-25,2023,H,6,,1
ARI,230226_ARINSH,2023-02-26,2023,H,2,,0
BUF,230226_BUFWSH,2023-02-26,2023,H,7,,1
MIN,230226_MINCBJ,2023-02-26,2023,H,3,OT,1
NYR,230226_NYRLAK,2023-02-26,2023,H,5,,1
PIT,230226_PITTBL,2023-02-26,2023,H,7,,1
SEA,230226_SEATOR,2023-02-26,2023,H,1,,0
WPG,230226_WPGNYI,2023-02-26,2023,H,0,,0
ANA,230227_ANACHI,2023-02-27,2023,H,4,,1
COL,230227_COLVGK,2023-02-27,2023,H,3,,1
DAL,230227_DALVAN,2023-02-27,2023,H,4,OT,0
EDM,230227_EDMBOS,2023-02-27,2023,H,2,,0
OTT,230227_OTTDET,2023-02-27,2023,H,6,,1
ARI,230228_ARICHI,2023-02-28,2023,H,4,,1
BUF,230228_BUFCBJ,2023-02-28,2023,H,3,,0
CGY,230228_CGYBOS,2023-02-28,2023,H,3,OT,0
MIN,230228_MINNYI,2023-02-28,2023,H,2,SO,1
NSH,230228_NSHPIT,2023-02-28,2023,H,1,,0
OTT,230228_OTTDET,2023-02-28,2023,H,6,,1
SJS,230228_SJSMTL,2023-02-28,2023,H,1,,0
STL,230228_STLSEA,2023-02-28,2023,H,3,,0
TBL,230228_TBLFLA,2023-02-28,2023,H,1,,0
WPG,230228_WPGLAK,2023-02-28,2023,H,5,SO,0
ANA,230301_ANAWSH,2023-03-01,2023,H,2,OT,0
COL,230301_COLNJD,2023-03-01,2023,H,5,,0
DAL,230301_DALARI,2023-03-01,2023,H,4,,1
EDM,230301_EDMTOR,2023-03-01,2023,H,5,,1
PHI,230301_PHINYR,2023-03-01,2023,H,2,OT,0
VGK,230301_VGKCAR,2023-03-01,2023,H,3,,1
BOS,230302_BOSBUF,2023-03-02,2023,H,7,,1
CGY,230302_CGYTOR,2023-03-02,2023,H,1,,0
CHI,230302_CHIDAL,2023-03-02,2023,H,2,,0
DET,230302_DETSEA,2023-03-02,2023,H,4,OT,0
FLA,230302_FLANSH,2023-03-02,2023,H,1,,0
LAK,230302_LAKMTL,2023-03-02,2023,H,3,,1
NYR,230302_NYROTT,2023-03-02,2023,H,3,,0
SJS,230302_SJSSTL,2023-03-02,2023,H,3,,0
TBL,230302_TBLPIT,2023-03-02,2023,H,4,OT,0
VAN,230302_VANMIN,2023-03-02,2023,H,1,,0
ANA,230303_ANAMTL,2023-03-03,2023,H,3,,1
ARI,230303_ARICAR,2023-03-03,2023,H,1,,0
CBJ,230303_CBJSEA,2023-03-03,2023,H,2,,0
EDM,230303_EDMWPG,2023-03-03,2023,H,6,,1
VGK,230303_VGKNJD,2023-03-03,2023,H,4,SO,1
BOS,230304_BOSNYR,2023-03-04,2023,H,4,,1
BUF,230304_BUFTBL,2023-03-04,2023,H,5,,1
CGY,230304_CGYMIN,2023-03-04,2023,H,0,,0
CHI,230304_CHINSH,2023-03-04,2023,H,1,,0
DAL,230304_DALCOL,2023-03-04,2023,H,7,,1
FLA,230304_FLAPIT,2023-03-04,2023,H,4,,1
LAK,230304_LAKSTL,2023-03-04,2023,H,4,,1
NYI,230304_NYIDET,2023-03-04,2023,H,4,,1
OTT,230304_OTTCBJ,2023-03-04,2023,H,5,,1
SJS,230304_SJSWSH,2023-03-04,2023,H,3,,0
VAN,230304_VANTOR,2023-03-04,2023,H,4,,1
WPG,230304_WPGEDM,2023-03-04,2023,H,7,,1
ARI,230305_ARINJD,2023-03-05,2023,H,4,OT,0
CAR,230305_CARTBL,2023-03-05,2023,H,6,,1
COL,230305_COLSEA,2023-03-05,2023,H,2,OT,0
PHI,230305_PHIDET,2023-03-05,2023,H,3,,1
VGK,230305_VGKMTL,2023-03-05,2023,H,4,,1
BUF,230306_BUFEDM,2023-03-06,2023,H,2,,0
CHI,230306_CHIOTT,2023-03-06,2023,H,5,,1
DAL,230306_DALCGY,2023-03-06,2023,H,4,,0
LAK,230306_LAKWSH,2023-03-06,2023,H,4,,1
VAN,230306_VANNSH,2023-03-06,2023,H,4,SO,1
WPG,230306_WPGSJS,2023-03-06,2023,H,2,OT,0
ARI,230307_ARISTL,2023-03-07,2023,H,6,,1
COL,230307_COLSJS,2023-03-07,2023,H,6,,1
FLA,230307_FLAVGK,2023-03-07,2023,H,2,,1
MIN,230307_MINCGY,2023-03-07,2023,H,0,SO,0
MTL,230307_MTLCAR,2023-03-07,2023,H,3,SO,0
NJD,230307_NJDTOR,2023-03-07,2023,H,3,,0
NYI,230307_NYIBUF,2023-03-07,2023,H,3,,1
PIT,230307_PITCBJ,2023-03-07,2023,H,5,OT,1
SEA,230307_SEAANA,2023-03-07,2023,H,5,,1
TBL,230307_TBLPHI,2023-03-07,2023,H,5,,1
DET,230308_DETCHI,2023-03-08,2023,H,4,,1
VAN,230308_VANANA,2023-03-08,2023,H,3,OT,1
WPG,230308_WPGMIN,2023-03-08,2023,H,2,,0
ARI,230309_ARINSH,2023-03-09,2023,H,4,,1
BOS,230309_BOSEDM,2023-03-09,2023,H,2,,0
BUF,230309_BUFDAL,2023-03-09,2023,H,4,,0
CAR,230309_CARPHI,2023-03-09,2023,H,1,,1
COL,230309_COLLAK,2023-03-09,2023,H,2,,0
MTL,230309_MTLNYR,2023-03-09,2023,H,3,SO,0
PIT,230309_PITNYI,2023-03-09,2023,H,3,OT,0
SEA,230309_SEAOTT,2023-03-09,2023,H,4,,0
STL,230309_STLSJS,2023-03-09,2023,H,4,,1
TBL,230309_TBLVGK,2023-03-09,2023,H,3,OT,0
WSH,230309_WSHNJD,2023-03-09,2023,H,2,SO,0
CGY,230310_CGYANA,2023-03-10,2023,H,1,,0
FLA,230310_FLACHI,2023-03-10,2023,H,4,OT,1
BOS,230311_BOSDET,2023-03-11,2023,H,3,,1
BUF,230311_BUFNYR,2023-03-11,2023,H,1,OT,0
CAR,230311_CARVGK,2023-03-11,2023,H,0,,0
CBJ,230311_CBJSTL,2023-03-11,2023,H,2,,0
COL,230311_COLARI,2023-03-11,2023,H,3,OT,1
FLA,230311_FLAWPG,2023-03-11,2023,H,4,OT,0
LAK,230311_LAKNSH,2023-03-11,2023,H,1,SO,0
MTL,230311_MTLNJD,2023-03-11,2023,H,1,,0
NYI,230311_NYIWSH,2023-03-11,2023,H,1,,0
PIT,230311_PITPHI,2023-03-11,2023,H,5,,1
SEA,230311_SEADAL,2023-03-11,2023,H,3,OT,0
SJS,230311_SJSMIN,2023-03-11,2023,H,2,,0
TBL,230311_TBLCHI,2023-03-11,2023,H,3,,1
TOR,230311_TOREDM,2023-03-11,2023,H,7,,1
VAN,230311_VANOTT,2023-03-11,2023,H,5,,1
ANA,230312_ANANSH,2023-03-12,2023,H,4,OT,0
ARI,230312_ARIMIN,2023-03-12,2023,H,5,OT,1
CGY,230312_CGYOTT,2023-03-12,2023,H,5,,1
DET,230312_DETBOS,2023-03-12,2023,H,5,,1
NJD,230312_NJDCAR,2023-03-12,2023,H,3,,1
PIT,230312_PITNYR,2023-03-12,2023,H,3,OT,1
STL,230312_STLVGK,2023-03-12,2023,H,3,,0
TBL,230312_TBLWPG,2023-03-12,2023,H,2,,0
MTL,230313_MTLCOL,2023-03-13,2023,H,4,,0
SEA,230313_SEADAL,2023-03-13,2023,H,2,,0
TOR,230313_TORBUF,2023-03-13,2023,H,3,,0
ARI,230314_ARICGY,2023-03-14,2023,H,4,OT,1
CAR,230314_CARWPG,2023-03-14,2023,H,5,,1
CHI,230314_CHIBOS,2023-03-14,2023,H,6,,1
EDM,230314_EDMOTT,2023-03-14,2023,H,6,,1
LAK,230314_LAKNYI,2023-03-14,2023,H,5,,1
NJD,230314_NJDTBL,2023-03-14,2023,H,1,,0
NSH,230314_NSHDET,2023-03-14,2023,H,2,,1
NYR,230314_NYRWSH,2023-03-14,2023,H,5,,1
PHI,230314_PHIVGK,2023-03-14,2023,H,3,,0
PIT,230314_PITMTL,2023-03-14,2023,H,4,,0
SJS,230314_SJSCBJ,2023-03-14,2023,H,5,OT,0
VAN,230314_VANDAL,2023-03-14,2023,H,5,,1
ANA,230315_ANANYI,2023-03-15,2023,H,3,,0
STL,230315_STLMIN,2023-03-15,2023,H,5,,0
TOR,230315_TORCOL,2023-03-15,2023,H,1,SO,0
WSH,230315_WSHBUF,2023-03-15,2023,H,5,SO,1
ARI,230316_ARIVAN,2023-03-16,2023,H,3,,1
EDM,230316_EDMDAL,2023-03-16,2023,H,4,,1
FLA,230316_FLAMTL,2023-03-16,2023,H,9,,1
LAK,230316_LAKCBJ,2023-03-16,2023,H,4,,1
NJD,230316_NJDTBL,2023-03-16,2023,H,3,SO,0
NSH,230316_NSHCHI,2023-03-16,2023,H,1,,0
NYR,230316_NYRPIT,2023-03-16,2023,H,4,,1
OTT,230316_OTTCOL,2023-03-16,2023,H,4,,0
SJS,230316_SJSSEA,2023-03-16,2023,H,1,OT,0
VGK,230316_VGKCGY,2023-03-16,2023,H,2,,0
WPG,230316_WPGBOS,2023-03-16,2023,H,0,,0
ANA,230317_ANACBJ,2023-03-17,2023,H,7,,1
PHI,230317_PHIBUF,2023-03-17,2023,H,5,,1
TOR,230317_TORCAR,2023-03-17,2023,H,5,,1
WSH,230317_WSHSTL,2023-03-17,2023,H,2,,0
ARI,230318_ARICHI,2023-03-18,2023,H,4,,1
CGY,230318_CGYDAL,2023-03-18,2023,H,5,OT,0
DET,230318_DETCOL,2023-03-18,2023,H,1,,0
FLA,230318_FLANJD,2023-03-18,2023,H,4,,1
LAK,230318_LAKVAN,2023-03-18,2023,H,2,SO,0
MIN,230318_MINBOS,2023-03-18,2023,H,2,,0
NSH,230318_NSHWPG,2023-03-18,2023,H,2,OT,0
NYR,230318_NYRPIT,2023-03-18,2023,H,6,,1
OTT,230318_OTTTOR,2023-03-18,2023,H,4,SO,0
PHI,230318_PHICAR,2023-03-18,2023,H,4,OT,0
SEA,230318_SEAEDM,2023-03-18,2023,H,4,,0
SJS,230318_SJSNYI,2023-03-18,2023,H,1,,0
TBL,230318_TBLMTL,2023-03-18,2023,H,5,,1
ANA,230319_ANAVAN,2023-03-19,2023,H,1,,0
BUF,230319_BUFBOS,2023-03-19,2023,H,0,,0
MIN,230319_MINWSH,2023-03-19,2023,H,5,,1
NYR,230319_NYRNSH,2023-03-19,2023,H,7,,1
STL,230319_STLWPG,2023-03-19,2023,H,3,,1
TBL,230319_TBLNJD,2023-03-19,2023,H,2,,0
VGK,230319_VGKCBJ,2023-03-19,2023,H,7,,1
COL,230320_COLCHI,2023-03-20,2023,H,5,,1
DET,230320_DETFLA,2023-03-20,2023,H,2,,0
EDM,230320_EDMSJS,2023-03-20,2023,H,5,OT,1
LAK,230320_LAKCGY,2023-03-20,2023,H,8,,1
PIT,230320_PITOTT,2023-03-20,2023,H,1,,0
ANA,230321_ANACGY,2023-03-21,2023,H,1,,0
BOS,230321_BOSOTT,2023-03-21,2023,H,2,,1
BUF,230321_BUFNSH,2023-03-21,2023,H,3,,0
DAL,230321_DALSEA,2023-03-21,2023,H,4,OT,0
MTL,230321_MTLTBL,2023-03-21,2023,H,3,,1
NJD,230321_NJDMIN,2023-03-21,2023,H,1,OT,0
NYI,230321_NYITOR,2023-03-21,2023,H,7,,1
NYR,230321_NYRCAR,2023-03-21,2023,H,2,,0
PHI,230321_PHIFLA,2023-03-21,2023,H,6,,1
STL,230321_STLDET,2023-03-21,2023,H,2,SO,0
VAN,230321_VANVGK,2023-03-21,2023,H,3,,0
WPG,230321_WPGARI,2023-03-21,2023,H,2,,1
WSH,230321_WSHCBJ,2023-03-21,2023,H,6,OT,0
COL,230322_COLPIT,2023-03-22,2023,H,2,,0
EDM,230322_EDMARI,2023-03-22,2023,H,4,OT,1
ANA,230323_ANAWPG,2023-03-23,2023,H,2,,0
BOS,230323_BOSMTL,2023-03-23,2023,H,4,,1
CAR,230323_CARNYR,2023-03-23,2023,H,1,,0
CGY,230323_CGYVGK,2023-03-23,2023,H,2,,0
DAL,230323_DALPIT,2023-03-23,2023,H,3,,1
DET,230323_DETSTL,2023-03-23,2023,H,3,,0
FLA,230323_FLATOR,2023-03-23,2023,H,2,,0
NSH,230323_NSHSEA,2023-03-23,2023,H,2,SO,1
OTT,230323_OTTTBL,2023-03-23,2023,H,7,,1
PHI,230323_PHIMIN,2023-03-23,2023,H,5,SO,1
VAN,230323_VANSJS,2023-03-23,2023,H,7,,1
WSH,230323_WSHCHI,2023-03-23,2023,H,6,,1
BUF,230324_BUFNJD,2023-03-24,2023,H,5,,1
CBJ,230324_CBJNYI,2023-03-24,2023,H,5,OT,1
COL,230324_COLARI,2023-03-24,2023,H,3,,1
ANA,230325_ANASTL,2023-03-25,2023,H,3,,0
BOS,230325_BOSTBL,2023-03-25,2023,H,2,,1
CAR,230325_CARTOR,2023-03-25,2023,H,5,,1
CGY,230325_CGYSJS,2023-03-25,2023,H,5,,1
DAL,230325_DALVAN,2023-03-25,2023,H,1,,0
EDM,230325_EDMVGK,2023-03-25,2023,H,3,OT,0
FLA,230325_FLANYR,2023-03-25,2023,H,3,,0
LAK,230325_LAKWPG,2023-03-25,2023,H,4,,1
MIN,230325_MINCHI,2023-03-25,2023,H,3,,1
MTL,230325_MTLCBJ,2023-03-25,2023,H,8,,1
NJD,230325_NJDOTT,2023-03-25,2023,H,5,,1
NSH,230325_NSHSEA,2023-03-25,2023,H,2,,0
NYI,230325_NYIBUF,2023-03-25,2023,H,0,,0
PHI,230325_PHIDET,2023-03-25,2023,H,3,,1
PIT,230325_PITWSH,2023-03-25,2023,H,4,,1
ARI,230326_ARICOL,2023-03-26,2023,H,3,SO,0
CAR,230326_CARBOS,2023-03-26,2023,H,3,SO,0
CHI,230326_CHIVAN,2023-03-26,2023,H,2,,0
LAK,230326_LAKSTL,2023-03-26,2023,H,7,,1
NSH,230326_NSHTOR,2023-03-26,2023,H,2,,0
ANA,230327_ANACOL,2023-03-27,2023,H,1,,0
ARI,230327_ARIEDM,2023-03-27,2023,H,4,,0
BUF,230327_BUFMTL,2023-03-27,2023,H,3,SO,0
MIN,230327_MINSEA,2023-03-27,2023,H,5,,1
NYI,230327_NYINJD,2023-03-27,2023,H,5,,1
OTT,230327_OTTFLA,2023-03-27,2023,H,5,,1
BOS,230328_BOSNSH,2023-03-28,2023,H,1,,0
CAR,230328_CARTBL,2023-03-28,2023,H,0,,0
CGY,230328_CGYLAK,2023-03-28,2023,H,2,,1
CHI,230328_CHIDAL,2023-03-28,2023,H,1,,0
DET,230328_DETPIT,2023-03-28,2023,H,7,,1
NYR,230328_NYRCBJ,2023-03-28,2023,H,6,,1
PHI,230328_PHIMTL,2023-03-28,2023,H,3,,1
SJS,230328_SJSWPG,2023-03-28,2023,H,3,,1
STL,230328_STLVAN,2023-03-28,2023,H,6,OT,1
VGK,230328_VGKEDM,2023-03-28,2023,H,4,,0
COL,230329_COLMIN,2023-03-29,2023,H,2,,0
TOR,230329_TORFLA,2023-03-29,2023,H,2,OT,0
WSH,230329_WSHNYI,2023-03-29,2023,H,1,SO,0
BOS,230330_BOSCBJ,2023-03-30,2023,H,2,OT,1
CHI,230330_CHISTL,2023-03-30,2023,H,3,,0
DET,230330_DETCAR,2023-03-30,2023,H,3,,1
EDM,230330_EDMLAK,2023-03-30,2023,H,2,,1
MTL,230330_MTLFLA,2023-03-30,2023,H,2,,0
NJD,230330_NJDNYR,2023-03-30,2023,H,2,,1
OTT,230330_OTTPHI,2023-03-30,2023,H,5,OT,1
PIT,230330_PITNSH,2023-03-30,2023,H,2,,1
SEA,230330_SEAANA,2023-03-30,2023,H,4,,1
SJS,230330_SJSVGK,2023-03-30,2023,H,4,OT,1
TBL,230330_TBLWSH,2023-03-30,2023,H,5,,1
ARI,230331_ARIDAL,2023-03-31,2023,H,2,,0
BUF,230331_BUFNYR,2023-03-31,2023,H,3,OT,1
VAN,230331_VANCGY,2023-03-31,2023,H,4,OT,0
WPG,230331_WPGDET,2023-03-31,2023,H,6,,1
ARI,230401_ARISJS,2023-04-01,2023,H,2,,0
CBJ,230401_CBJFLA,2023-04-01,2023,H,0,,0
CHI,230401_CHINJD,2023-04-01,2023,H,3,,0
COL,230401_COLDAL,2023-04-01,2023,H,5,,1
EDM,230401_EDMANA,2023-04-01,2023,H,6,,1
MTL,230401_MTLCAR,2023-04-01,2023,H,0,,0
NSH,230401_NSHSTL,2023-04-01,2023,H,6,,1
OTT,230401_OTTTOR,2023-04-01,2023,H,0,,0
PHI,230401_PHIBUF,2023-04-01,2023,H,3,,0
PIT,230401_PITBOS,2023-04-01,2023,H,3,,0
SEA,230401_SEALAK,2023-04-01,2023,H,1,,0
TBL,230401_TBLNYI,2023-04-01,2023,H,5,,1
VGK,230401_VGKMIN,2023-04-01,2023,H,4,,1
CAR,230402_CARNYI,2023-04-02,2023,H,2,,1
CBJ,230402_CBJOTT,2023-04-02,2023,H,4,OT,1
CGY,230402_CGYANA,2023-04-02,2023,H,5,,1
PIT,230402_PITPHI,2023-04-02,2023,H,4,,1
STL,230402_STLBOS,2023-04-02,2023,H,3,SO,0
TOR,230402_TORDET,2023-04-02,2023,H,2,,0
VAN,230402_VANLAK,2023-04-02,2023,H,1,,0
WPG,230402_WPGNJD,2023-04-02,2023,H,6,,1
WSH,230402_WSHNYR,2023-04-02,2023,H,2,,0
DAL,230403_DALNSH,2023-04-03,2023,H,5,,1
MIN,230403_MINVGK,2023-04-03,2023,H,3,SO,0
SEA,230403_SEAARI,2023-04-03,2023,H,8,,1
CAR,230404_CAROTT,2023-04-04,2023,H,3,OT,1
CGY,230404_CGYCHI,2023-04-04,2023,H,3,,0
FLA,230404_FLABUF,2023-04-04,2023,H,2,,1
LAK,230404_LAKEDM,2023-04-04,2023,H,1,,0
MTL,230404_MTLDET,2023-04-04,2023,H,0,,0
NJD,230404_NJDPIT,2023-04-04,2023,H,5,,1
NSH,230404_NSHVGK,2023-04-04,2023,H,3,OT,1
SJS,230404_SJSCOL,2023-04-04,2023,H,3,OT,0
STL,230404_STLPHI,2023-04-04,2023,H,4,,1
TOR,230404_TORCBJ,2023-04-04,2023,H,4,,1
VAN,230404_VANSEA,2023-04-04,2023,H,2,,0
ANA,230405_ANAEDM,2023-04-05,2023,H,1,,0
NYR,230405_NYRTBL,2023-04-05,2023,H,6,,1
WPG,230405_WPGCGY,2023-04-05,2023,H,1,,0
BOS,230406_BOSTOR,2023-04-06,2023,H,2,OT,1
DAL,230406_DALPHI,2023-04-06,2023,H,4,,1
DET,230406_DETBUF,2023-04-06,2023,H,6,SO,0
FLA,230406_FLAOTT,2023-04-06,2023,H,7,,1
MTL,230406_MTLWSH,2023-04-06,2023,H,6,,1
NJD,230406_NJDCBJ,2023-04-06,2023,H,8,,1
NSH,230406_NSHCAR,2023-04-06,2023,H,3,,1
NYI,230406_NYITBL,2023-04-06,2023,H,6,,1
PIT,230406_PITMIN,2023-04-06,2023,H,4,,1
SEA,230406_SEAARI,2023-04-06,2023,H,4,,1
SJS,230406_SJSCOL,2023-04-06,2023,H,2,,0
STL,230406_STLNYR,2023-04-06,2023,H,3,OT,1
VAN,230406_VANCHI,2023-04-06,2023,H,3,,1
VGK,230406_VGKLAK,2023-04-06,2023,H,5,,1
ARI,230408_ARIANA,2023-04-08,2023,H,5,OT,1
BOS,230408_BOSNJD,2023-04-08,2023,H,2,,1
BUF,230408_BUFCAR,2023-04-08,2023,H,4,,1
CBJ,230408_CBJNYR,2023-04-08,2023,H,0,,0
DAL,230408_DALVGK,2023-04-08,2023,H,2,SO,1
DET,230408_DETPIT,2023-04-08,2023,H,1,,0
LAK,230408_LAKCOL,2023-04-08,2023,H,3,,0
MIN,230408_MINSTL,2023-04-08,2023,H,5,,1
NYI,230408_NYIPHI,2023-04-08,2023,H,4,,1
OTT,230408_OTTTBL,2023-04-08,2023,H,7,,1
SEA,230408_SEACHI,2023-04-08,2023,H,7,,1
SJS,230408_SJSEDM,2023-04-08,2023,H,1,,0
TOR,230408_TORMTL,2023-04-08,2023,H,7,,1
VAN,230408_VANCGY,2023-04-08,2023,H,3,SO,1
WPG,230408_WPGNSH,2023-04-08,2023,H,2,,1
WSH,230408_WSHFLA,2023-04-08,2023,H,2,,0
ANA,230409_ANACOL,2023-04-09,2023,H,4,OT,0
PHI,230409_PHIBOS,2023-04-09,2023,H,3,,0
ARI,230410_ARISEA,2023-04-10,2023,H,1,,0
CGY,230410_CGYNSH,2023-04-10,2023,H,2,SO,0
CHI,230410_CHIMIN,2023-04-10,2023,H,2,,0
DET,230410_DETDAL,2023-04-10,2023,H,1,,0
FLA,230410_FLATOR,2023-04-10,2023,H,1,OT,0
LAK,230410_LAKVAN,2023-04-10,2023,H,3,,1
NYR,230410_NYRBUF,2023-04-10,2023,H,2,SO,0
OTT,230410_OTTCAR,2023-04-10,2023,H,3,,1
WPG,230410_WPGSJS,2023-04-10,2023,H,6,,1
WSH,230410_WSHNYI,2023-04-10,2023,H,5,,1
ANA,230411_ANAVAN,2023-04-11,2023,H,2,,0
BOS,230411_BOSWSH,2023-04-11,2023,H,5,,1
CAR,230411_CARDET,2023-04-11,2023,H,4,,1
COL,230411_COLEDM,2023-04-11,2023,H,1,OT,0
MIN,230411_MINWPG,2023-04-11,2023,H,1,,0
NJD,230411_NJDBUF,2023-04-11,2023,H,6,,1
PHI,230411_PHICBJ,2023-04-11,2023,H,4,OT,1
PIT,230411_PITCHI,2023-04-11,2023,H,2,,0
TBL,230411_TBLTOR,2023-04-11,2023,H,3,,0
VGK,230411_VGKSEA,2023-04-11,2023,H,4,,1
CGY,230412_CGYSJS,2023-04-12,2023,H,3,,1
NYI,230412_NYIMTL,2023-04-12,2023,H,4,,1
