team,game_id,date,season,location,G,OT_status,win_flag
NJD,230218_PITNJD,2023-02-18,2023,A,5,,1
DET,230218_SEADET,2023-02-18,2023,A,2,,0
BUF,230218_SJSBUF,2023-02-18,2023,A,4,,1
COL,230218_STLCOL,2023-02-18,2023,A,4,,1
MTL,230218_TORMTL,2023-02-18,2023,A,1,,0
PHI,230218_VANPHI,2023-02-18,2023,A,2,,0
TBL,230218_VGKTBL,2023-02-18,2023,A,4,,0
CBJ,230219_ARICBJ,2023-02-19,2023,A,2,OT,0
TOR,230219_CHITOR,2023-02-19,2023,A,3,,0
EDM,230219_COLEDM,2023-02-19,2023,A,5,OT,0
NSH,230219_MINNSH,2023-02-19,2023,A,3,,0
WPG,230219_NJDWPG,2023-02-19,2023,A,2,,0
STL,230219_OTTSTL,2023-02-19,2023,A,2,,0
OTT,230220_BOSOTT,2023-02-20,2023,A,1,,0
PHI,230220_CGYPHI,2023-02-20,2023,A,4,,1
ANA,230220_FLAANA,2023-02-20,2023,A,3,OT,0
WPG,230220_NYRWPG,2023-02-20,2023,A,4,,1
NYI,230220_PITNYI,2023-02-20,2023,A,4,,1
SEA,230220_SJSSEA,2023-02-20,2023,A,0,,0
TOR,230221_BUFTOR,2023-02-21,2023,A,6,,1
STL,230221_CARSTL,2023-02-21,2023,A,1,,0
VGK,230221_CHIVGK,2023-02-21,2023,A,2,SO,0
PHI,230221_EDMPHI,2023-02-21,2023,A,2,,0
LAK,230221_MINLAK,2023-02-21,2023,A,1,,0
MTL,230221_NJDMTL,2023-02-21,2023,A,5,,1
VAN,230221_NSHVAN,2023-02-21,2023,A,4,SO,0
ANA,230221_TBLANA,2023-02-21,2023,A,1,,0
DET,230221_WSHDET,2023-02-21,2023,A,3,,1
CGY,230222_ARICGY,2023-02-22,2023,A,6,,1
CHI,230222_DALCHI,2023-02-22,2023,A,4,,1
WPG,230222_NYIWPG,2023-02-22,2023,A,1,,0
MIN,230223_CBJMIN,2023-02-23,2023,A,2,,1
NYR,230223_DETNYR,2023-02-23,2023,A,1,,0
LAK,230223_NJDLAK,2023-02-23,2023,A,3,OT,0
EDM,230223_PITEDM,2023-02-23,2023,A,7,,1
BOS,230223_SEABOS,2023-02-23,2023,A,6,,1
NSH,230223_SJSNSH,2023-02-23,2023,A,6,,1
VAN,230223_STLVAN,2023-02-23,2023,A,3,OT,1
BUF,230223_TBLBUF,2023-02-23,2023,A,6,OT,1
CGY,230223_VGKCGY,2023-02-23,2023,A,3,OT,0
ANA,230223_WSHANA,2023-02-23,2023,A,4,,1
OTT,230224_CAROTT,2023-02-24,2023,A,0,,0
BUF,230224_FLABUF,2023-02-24,2023,A,3,,1
LAK,230224_NYILAK,2023-02-24,2023,A,3,,1
MTL,230224_PHIMTL,2023-02-24,2023,A,5,,1
MIN,230224_TORMIN,2023-02-24,2023,A,1,OT,0
COL,230224_WPGCOL,2023-02-24,2023,A,5,,1
ANA,230225_CARANA,2023-02-25,2023,A,3,,1
EDM,230225_CBJEDM,2023-02-25,2023,A,5,,0
CGY,230225_COLCGY,2023-02-25,2023,A,1,,0
TBL,230225_DETTBL,2023-02-25,2023,A,3,,1
OTT,230225_MTLOTT,2023-02-25,2023,A,5,,1
PHI,230225_NJDPHI,2023-02-25,2023,A,0,,0
CHI,230225_SJSCHI,2023-02-25,2023,A,4,SO,1
PIT,230225_STLPIT,2023-02-25,2023,A,3,OT,1
BOS,230225_VANBOS,2023-02-25,2023,A,3,,1
DAL,230225_VGKDAL,2023-02-25,2023,A,3,SO,1
NYR,230225_WSHNYR,2023-02-25,2023,A,3,,0
NSH,230226_ARINSH,2023-02-26,2023,A,6,,1
WSH,230226_BUFWSH,2023-02-26,2023,A,4,,0
CBJ,230226_MINCBJ,2023-02-26,2023,A,2,OT,0
LAK,230226_NYRLAK,2023-02-26,2023,A,2,,0
TBL,230226_PITTBL,2023-02-26,2023,A,3,,0
TOR,230226_SEATOR,2023-02-26,2023,A,5,,1
NYI,230226_WPGNYI,2023-02-26,2023,A,4,,1
CHI,230227_ANACHI,2023-02-27,2023,A,2,,0
VGK,230227_COLVGK,2023-02-27,2023,A,0,,0
VAN,230227_DALVAN,2023-02-27,2023,A,5,OT,1
BOS,230227_EDMBOS,2023-02-27,2023,A,3,,1
DET,230227_OTTDET,2023-02-27,2023,A,2,,0
CHI,230228_ARICHI,2023-02-28,2023,A,1,,0
CBJ,230228_BUFCBJ,2023-02-28,2023,A,5,,1
BOS,230228_CGYBOS,2023-02-28,2023,A,4,OT,1
NYI,230228_MINNYI,2023-02-28,2023,A,1,SO,0
PIT,230228_NSHPIT,2023-02-28,2023,A,3,,1
DET,230228_OTTDET,2023-02-28,2023,A,1,,0
MTL,230228_SJSMTL,2023-02-28,2023,A,3,,1
SEA,230228_STLSEA,2023-02-28,2023,A,5,,1
FLA,230228_TBLFLA,2023-02-28,2023,A,4,,1
LAK,230228_WPGLAK,2023-02-28,2023,A,6,SO,1
WSH,230301_ANAWSH,2023-03-01,2023,A,3,OT,1
NJD,230301_COLNJD,2023-03-01,2023,A,7,,1
ARI,230301_DALARI,2023-03-01,2023,A,2,,0
TOR,230301_EDMTOR,2023-03-01,2023,A,2,,0
NYR,230301_PHINYR,2023-03-01,2023,A,3,OT,1
CAR,230301_VGKCAR,2023-03-01,2023,A,2,,0
BUF,230302_BOSBUF,2023-03-02,2023,A,1,,0
TOR,230302_CGYTOR,2023-03-02,2023,A,2,,1
DAL,230302_CHIDAL,2023-03-02,2023,A,5,,1
SEA,230302_DETSEA,2023-03-02,2023,A,5,OT,1
NSH,230302_FLANSH,2023-03-02,2023,A,2,,1
MTL,230302_LAKMTL,2023-03-02,2023,A,2,,0
OTT,230302_NYROTT,2023-03-02,2023,A,5,,1
STL,230302_SJSSTL,2023-03-02,2023,A,6,,1
PIT,230302_TBLPIT,2023-03-02,2023,A,5,OT,1
MIN,230302_VANMIN,2023-03-02,2023,A,2,,1
MTL,230303_ANAMTL,2023-03-03,2023,A,2,,0
CAR,230303_ARICAR,2023-03-03,2023,A,6,,1
SEA,230303_CBJSEA,2023-03-03,2023,A,4,,1
WPG,230303_EDMWPG,2023-03-03,2023,A,3,,0
NJD,230303_VGKNJD,2023-03-03,2023,A,3,SO,0
NYR,230304_BOSNYR,2023-03-04,2023,A,2,,0
TBL,230304_BUFTBL,2023-03-04,2023,A,3,,0
MIN,230304_CGYMIN,2023-03-04,2023,A,3,,1
NSH,230304_CHINSH,2023-03-04,2023,A,3,,1
COL,230304_DALCOL,2023-03-04,2023,A,3,,0
PIT,230304_FLAPIT,2023-03-04,2023,A,1,,0
STL,230304_LAKSTL,2023-03-04,2023,A,2,,0
DET,230304_NYIDET,2023-03-04,2023,A,1,,0
CBJ,230304_OTTCBJ,2023-03-04,2023,A,2,,0
WSH,230304_SJSWSH,2023-03-04,2023,A,8,,1
TOR,230304_VANTOR,2023-03-04,2023,A,1,,0
EDM,230304_WPGEDM,2023-03-04,2023,A,5,,0
NJD,230305_ARINJD,2023-03-05,2023,A,5,OT,1
TBL,230305_CARTBL,2023-03-05,2023,A,0,,0
SEA,230305_COLSEA,2023-03-05,2023,A,3,OT,1
DET,230305_PHIDET,2023-03-05,2023,A,1,,0
MTL,230305_VGKMTL,2023-03-05,2023,A,3,,0
EDM,230306_BUFEDM,2023-03-06,2023,A,3,,1
OTT,230306_CHIOTT,2023-03-06,2023,A,0,,0
CGY,230306_DALCGY,2023-03-06,2023,A,5,,1
WSH,230306_LAKWSH,2023-03-06,2023,A,2,,0
NSH,230306_VANNSH,2023-03-06,2023,A,3,SO,0
SJS,230306_WPGSJS,2023-03-06,2023,A,3,OT,1
STL,230307_ARISTL,2023-03-07,2023,A,2,,0
SJS,230307_COLSJS,2023-03-07,2023,A,0,,0
VGK,230307_FLAVGK,2023-03-07,2023,A,1,,0
CGY,230307_MINCGY,2023-03-07,2023,A,1,SO,1
CAR,230307_MTLCAR,2023-03-07,2023,A,4,SO,1
TOR,230307_NJDTOR,2023-03-07,2023,A,4,,1
BUF,230307_NYIBUF,2023-03-07,2023,A,2,,0
CBJ,230307_PITCBJ,2023-03-07,2023,A,4,OT,0
ANA,230307_SEAANA,2023-03-07,2023,A,2,,0
PHI,230307_TBLPHI,2023-03-07,2023,A,2,,0
CHI,230308_DETCHI,2023-03-08,2023,A,3,,0
ANA,230308_VANANA,2023-03-08,2023,A,2,OT,0
MIN,230308_WPGMIN,2023-03-08,2023,A,4,,1
NSH,230309_ARINSH,2023-03-09,2023,A,1,,0
EDM,230309_BOSEDM,2023-03-09,2023,A,3,,1
DAL,230309_BUFDAL,2023-03-09,2023,A,10,,1
PHI,230309_CARPHI,2023-03-09,2023,A,0,,0
LAK,230309_COLLAK,2023-03-09,2023,A,5,,1
NYR,230309_MTLNYR,2023-03-09,2023,A,4,SO,1
NYI,230309_PITNYI,2023-03-09,2023,A,4,OT,1
OTT,230309_SEAOTT,2023-03-09,2023,A,5,,1
SJS,230309_STLSJS,2023-03-09,2023,A,2,,0
VGK,230309_TBLVGK,2023-03-09,2023,A,4,OT,1
NJD,230309_WSHNJD,2023-03-09,2023,A,3,SO,1
ANA,230310_CGYANA,2023-03-10,2023,A,3,,1
CHI,230310_FLACHI,2023-03-10,2023,A,3,OT,0
DET,230311_BOSDET,2023-03-11,2023,A,2,,0
NYR,230311_BUFNYR,2023-03-11,2023,A,2,OT,1
VGK,230311_CARVGK,2023-03-11,2023,A,4,,1
STL,230311_CBJSTL,2023-03-11,2023,A,5,,1
ARI,230311_COLARI,2023-03-11,2023,A,2,OT,0
WPG,230311_FLAWPG,2023-03-11,2023,A,5,OT,1
NSH,230311_LAKNSH,2023-03-11,2023,A,2,SO,1
NJD,230311_MTLNJD,2023-03-11,2023,A,3,,1
WSH,230311_NYIWSH,2023-03-11,2023,A,5,,1
PHI,230311_PITPHI,2023-03-11,2023,A,1,,0
DAL,230311_SEADAL,2023-03-11,2023,A,4,OT,1
MIN,230311_SJSMIN,2023-03-11,2023,A,5,,1
CHI,230311_TBLCHI,2023-03-11,2023,A,1,,0
EDM,230311_TOREDM,2023-03-11,2023,A,4,,0
OTT,230311_VANOTT,2023-03-11,2023,A,2,,0
NSH,230312_ANANSH,2023-03-12,2023,A,5,OT,1
MIN,230312_ARIMIN,2023-03-12,2023,A,4,OT,0
OTT,230312_CGYOTT,2023-03-12,2023,A,1,,0
BOS,230312_DETBOS,2023-03-12,2023,A,3,,0
CAR,230312_NJDCAR,2023-03-12,2023,A,0,,0
NYR,230312_PITNYR,2023-03-12,2023,A,2,OT,0
VGK,230312_STLVGK,2023-03-12,2023,A,5,,1
WPG,230312_TBLWPG,2023-03-12,2023,A,3,,1
COL,230313_MTLCOL,2023-03-13,2023,A,8,,1
DAL,230313_SEADAL,2023-03-13,2023,A,5,,1
BUF,230313_TORBUF,2023-03-13,2023,A,4,,1
CGY,230314_ARICGY,2023-03-14,2023,A,3,OT,0
WPG,230314_CARWPG,2023-03-14,2023,A,3,,0
BOS,230314_CHIBOS,2023-03-14,2023,A,3,,0
OTT,230314_EDMOTT,2023-03-14,2023,A,3,,0
NYI,230314_LAKNYI,2023-03-14,2023,A,2,,0
TBL,230314_NJDTBL,2023-03-14,2023,A,4,,1
DET,230314_NSHDET,2023-03-14,2023,A,1,,0
WSH,230314_NYRWSH,2023-03-14,2023,A,3,,0
VGK,230314_PHIVGK,2023-03-14,2023,A,5,,1
MTL,230314_PITMTL,2023-03-14,2023,A,6,,1
CBJ,230314_SJSCBJ,2023-03-14,2023,A,6,OT,1
DAL,230314_VANDAL,2023-03-14,2023,A,2,,0
NYI,230315_ANANYI,2023-03-15,2023,A,6,,1
MIN,230315_STLMIN,2023-03-15,2023,A,8,,1
COL,230315_TORCOL,2023-03-15,2023,A,2,SO,1
BUF,230315_WSHBUF,2023-03-15,2023,A,4,SO,0
VAN,230316_ARIVAN,2023-03-16,2023,A,2,,0
DAL,230316_EDMDAL,2023-03-16,2023,A,1,,0
MTL,230316_FLAMTL,2023-03-16,2023,A,5,,0
CBJ,230316_LAKCBJ,2023-03-16,2023,A,1,,0
TBL,230316_NJDTBL,2023-03-16,2023,A,4,SO,1
CHI,230316_NSHCHI,2023-03-16,2023,A,2,,1
PIT,230316_NYRPIT,2023-03-16,2023,A,2,,0
COL,230316_OTTCOL,2023-03-16,2023,A,5,,1
SEA,230316_SJSSEA,2023-03-16,2023,A,2,OT,1
CGY,230316_VGKCGY,2023-03-16,2023,A,7,,1
BOS,230316_WPGBOS,2023-03-16,2023,A,3,,1
CBJ,230317_ANACBJ,2023-03-17,2023,A,4,,0
BUF,230317_PHIBUF,2023-03-17,2023,A,2,,0
CAR,230317_TORCAR,2023-03-17,2023,A,2,,0
STL,230317_WSHSTL,2023-03-17,2023,A,5,,1
CHI,230318_ARICHI,2023-03-18,2023,A,2,,0
DAL,230318_CGYDAL,2023-03-18,2023,A,6,OT,1
COL,230318_DETCOL,2023-03-18,2023,A,5,,1
NJD,230318_FLANJD,2023-03-18,2023,A,2,,0
VAN,230318_LAKVAN,2023-03-18,2023,A,3,SO,1
BOS,230318_MINBOS,2023-03-18,2023,A,5,,1
WPG,230318_NSHWPG,2023-03-18,2023,A,3,OT,1
PIT,230318_NYRPIT,2023-03-18,2023,A,0,,0
TOR,230318_OTTTOR,2023-03-18,2023,A,5,SO,1
CAR,230318_PHICAR,2023-03-18,2023,A,5,OT,1
EDM,230318_SEAEDM,2023-03-18,2023,A,6,,1
NYI,230318_SJSNYI,2023-03-18,2023,A,4,,1
MTL,230318_TBLMTL,2023-03-18,2023,A,3,,0
VAN,230319_ANAVAN,2023-03-19,2023,A,2,,1
BOS,230319_BUFBOS,2023-03-19,2023,A,7,,1
WSH,230319_MINWSH,2023-03-19,2023,A,3,,0
NSH,230319_NYRNSH,2023-03-19,2023,A,0,,0
WPG,230319_STLWPG,2023-03-19,2023,A,0,,0
NJD,230319_TBLNJD,2023-03-19,2023,A,5,,1
CBJ,230319_VGKCBJ,2023-03-19,2023,A,2,,0
CHI,230320_COLCHI,2023-03-20,2023,A,0,,0
FLA,230320_DETFLA,2023-03-20,2023,A,5,,1
SJS,230320_EDMSJS,2023-03-20,2023,A,4,OT,0
CGY,230320_LAKCGY,2023-03-20,2023,A,2,,0
OTT,230320_PITOTT,2023-03-20,2023,A,2,,1
CGY,230321_ANACGY,2023-03-21,2023,A,5,,1
OTT,230321_BOSOTT,2023-03-21,2023,A,1,,0
NSH,230321_BUFNSH,2023-03-21,2023,A,7,,1
SEA,230321_DALSEA,2023-03-21,2023,A,5,OT,1
TBL,230321_MTLTBL,2023-03-21,2023,A,2,,0
MIN,230321_NJDMIN,2023-03-21,2023,A,2,OT,1
TOR,230321_NYITOR,2023-03-21,2023,A,2,,0
CAR,230321_NYRCAR,2023-03-21,2023,A,3,,1
FLA,230321_PHIFLA,2023-03-21,2023,A,3,,0
DET,230321_STLDET,2023-03-21,2023,A,3,SO,1
VGK,230321_VANVGK,2023-03-21,2023,A,4,,1
ARI,230321_WPGARI,2023-03-21,2023,A,1,,0
CBJ,230321_WSHCBJ,2023-03-21,2023,A,7,OT,1
PIT,230322_COLPIT,2023-03-22,2023,A,5,,1
ARI,230322_EDMARI,2023-03-22,2023,A,3,OT,0
WPG,230323_ANAWPG,2023-03-23,2023,A,3,,1
MTL,230323_BOSMTL,2023-03-23,2023,A,2,,0
NYR,230323_CARNYR,2023-03-23,2023,A,2,,1
VGK,230323_CGYVGK,2023-03-23,2023,A,3,,1
PIT,230323_DALPIT,2023-03-23,2023,A,2,,0
STL,230323_DETSTL,2023-03-23,2023,A,4,,1
TOR,230323_FLATOR,2023-03-23,2023,A,6,,1
SEA,230323_NSHSEA,2023-03-23,2023,A,1,SO,0
TBL,230323_OTTTBL,2023-03-23,2023,A,2,,0
MIN,230323_PHIMIN,2023-03-23,2023,A,4,SO,0
SJS,230323_VANSJS,2023-03-23,2023,A,2,,0
CHI,230323_WSHCHI,2023-03-23,2023,A,1,,0
NJD,230324_BUFNJD,2023-03-24,2023,A,4,,0
NYI,230324_CBJNYI,2023-03-24,2023,A,4,OT,0
ARI,230324_COLARI,2023-03-24,2023,A,1,,0
STL,230325_ANASTL,2023-03-25,2023,A,6,,1
TBL,230325_BOSTBL,2023-03-25,2023,A,1,,0
TOR,230325_CARTOR,2023-03-25,2023,A,3,,0
SJS,230325_CGYSJS,2023-03-25,2023,A,3,,0
VAN,230325_DALVAN,2023-03-25,2023,A,3,,1
VGK,230325_EDMVGK,2023-03-25,2023,A,4,OT,1
NYR,230325_FLANYR,2023-03-25,2023,A,4,,1
WPG,230325_LAKWPG,2023-03-25,2023,A,1,,0
CHI,230325_MINCHI,2023-03-25,2023,A,1,,0
CBJ,230325_MTLCBJ,2023-03-25,2023,A,2,,0
OTT,230325_NJDOTT,2023-03-25,2023,A,3,,0
SEA,230325_NSHSEA,2023-03-25,2023,A,7,,1
BUF,230325_NYIBUF,2023-03-25,2023,A,2,,1
DET,230325_PHIDET,2023-03-25,2023,A,0,,0
WSH,230325_PITWSH,2023-03-25,2023,A,3,,0
COL,230326_ARICOL,2023-03-26,2023,A,4,SO,1
BOS,230326_CARBOS,2023-03-26,2023,A,4,SO,1
VAN,230326_CHIVAN,2023-03-26,2023,A,4,,1
STL,230326_LAKSTL,2023-03-26,2023,A,6,,0
TOR,230326_NSHTOR,2023-03-26,2023,A,3,,1
COL,230327_ANACOL,2023-03-27,2023,A,5,,1
EDM,230327_ARIEDM,2023-03-27,2023,A,5,,1
MTL,230327_BUFMTL,2023-03-27,2023,A,4,SO,1
SEA,230327_MINSEA,2023-03-27,2023,A,1,,0
NJD,230327_NYINJD,2023-03-27,2023,A,1,,0
FLA,230327_OTTFLA,2023-03-27,2023,A,2,,0
NSH,230328_BOSNSH,2023-03-28,2023,A,2,,1
TBL,230328_CARTBL,2023-03-28,2023,A,4,,1
LAK,230328_CGYLAK,2023-03-28,2023,A,1,,0
DAL,230328_CHIDAL,2023-03-28,2023,A,4,,1
PIT,230328_DETPIT,2023-03-28,2023,A,4,,0
CBJ,230328_NYRCBJ,2023-03-28,2023,A,2,,0
MTL,230328_PHIMTL,2023-03-28,2023,A,2,,0
WPG,230328_SJSWPG,2023-03-28,2023,A,0,,0
VAN,230328_STLVAN,2023-03-28,2023,A,5,OT,0
EDM,230328_VGKEDM,2023-03-28,2023,A,7,,1
MIN,230329_COLMIN,2023-03-29,2023,A,4,,1
FLA,230329_TORFLA,2023-03-29,2023,A,3,OT,1
NYI,230329_WSHNYI,2023-03-29,2023,A,2,SO,1
CBJ,230330_BOSCBJ,2023-03-30,2023,A,1,OT,0
STL,230330_CHISTL,2023-03-30,2023,A,5,,1
CAR,230330_DETCAR,2023-03-30,2023,A,2,,0
LAK,230330_EDMLAK,2023-03-30,2023,A,0,,0
FLA,230330_MTLFLA,2023-03-30,2023,A,5,,1
NYR,230330_NJDNYR,2023-03-30,2023,A,1,,0
PHI,230330_OTTPHI,2023-03-30,2023,A,4,OT,0
NSH,230330_PITNSH,2023-03-30,2023,A,0,,0
ANA,230330_SEAANA,2023-03-30,2023,A,1,,0
VGK,230330_SJSVGK,2023-03-30,2023,A,3,OT,0
WSH,230330_TBLWSH,2023-03-30,2023,A,1,,0
DAL,230331_ARIDAL,2023-03-31,2023,A,5,,1
NYR,230331_BUFNYR,2023-03-31,2023,A,2,OT,0
CGY,230331_VANCGY,2023-03-31,2023,A,5,OT,1
DET,230331_WPGDET,2023-03-31,2023,A,2,,0
SJS,230401_ARISJS,2023-04-01,2023,A,7,,1
FLA,230401_CBJFLA,2023-04-01,2023,A,7,,1
NJD,230401_CHINJD,2023-04-01,2023,A,6,,1
DAL,230401_COLDAL,2023-04-01,2023,A,2,,0
ANA,230401_EDMANA,2023-04-01,2023,A,0,,0
CAR,230401_MTLCAR,2023-04-01,2023,A,3,,1
STL,230401_NSHSTL,2023-04-01,2023,A,1,,0
TOR,230401_OTTTOR,2023-04-01,2023,A,3,,1
BUF,230401_PHIBUF,2023-04-01,2023,A,6,,1
BOS,230401_PITBOS,2023-04-01,2023,A,4,,1
LAK,230401_SEALAK,2023-04-01,2023,A,3,,1
NYI,230401_TBLNYI,2023-04-01,2023,A,0,,0
MIN,230401_VGKMIN,2023-04-01,2023,A,1,,0
NYI,230402_CARNYI,2023-04-02,2023,A,1,,0
OTT,230402_CBJOTT,2023-04-02,2023,A,3,OT,0
ANA,230402_CGYANA,2023-04-02,2023,A,4,,0
PHI,230402_PITPHI,2023-04-02,2023,A,2,,0
BOS,230402_STLBOS,2023-04-02,2023,A,4,SO,1
DET,230402_TORDET,2023-04-02,2023,A,5,,1
LAK,230402_VANLAK,2023-04-02,2023,A,4,,1
NJD,230402_WPGNJD,2023-04-02,2023,A,1,,0
NYR,230402_WSHNYR,2023-04-02,2023,A,5,,1
NSH,230403_DALNSH,2023-04-03,2023,A,1,,0
VGK,230403_MINVGK,2023-04-03,2023,A,4,SO,1
ARI,230403_SEAARI,2023-04-03,2023,A,1,,0
OTT,230404_CAROTT,2023-04-04,2023,A,2,OT,0
CHI,230404_CGYCHI,2023-04-04,2023,A,4,,1
BUF,230404_FLABUF,2023-04-04,2023,A,1,,0
EDM,230404_LAKEDM,2023-04-04,2023,A,3,,1
DET,230404_MTLDET,2023-04-04,2023,A,5,,1
PIT,230404_NJDPIT,2023-04-04,2023,A,1,,0
VGK,230404_NSHVGK,2023-04-04,2023,A,2,OT,0
COL,230404_SJSCOL,2023-04-04,2023,A,4,OT,1
PHI,230404_STLPHI,2023-04-04,2023,A,2,,0
CBJ,230404_TORCBJ,2023-04-04,2023,A,2,,0
SEA,230404_VANSEA,2023-04-04,2023,A,5,,1
EDM,230405_ANAEDM,2023-04-05,2023,A,3,,1
TBL,230405_NYRTBL,2023-04-05,2023,A,3,,0
CGY,230405_WPGCGY,2023-04-05,2023,A,3,,1
TOR,230406_BOSTOR,2023-04-06,2023,A,1,OT,0
PHI,230406_DALPHI,2023-04-06,2023,A,1,,0
BUF,230406_DETBUF,2023-04-06,2023,A,7,SO,1
OTT,230406_FLAOTT,2023-04-06,2023,A,2,,0
WSH,230406_MTLWSH,2023-04-06,2023,A,2,,0
CBJ,230406_NJDCBJ,2023-04-06,2023,A,1,,0
CAR,230406_NSHCAR,2023-04-06,2023,A,0,,0
TBL,230406_NYITBL,2023-04-06,2023,A,1,,0
MIN,230406_PITMIN,2023-04-06,2023,A,1,,0
ARI,230406_SEAARI,2023-04-06,2023,A,2,,0
COL,230406_SJSCOL,2023-04-06,2023,A,6,,1
NYR,230406_STLNYR,2023-04-06,2023,A,2,OT,0
CHI,230406_VANCHI,2023-04-06,2023,A,0,,0
LAK,230406_VGKLAK,2023-04-06,2023,A,2,,0
ANA,230408_ARIANA,2023-04-08,2023,A,4,OT,0
NJD,230408_BOSNJD,2023-04-08,2023,A,1,,0
CAR,230408_BUFCAR,2023-04-08,2023,A,3,,0
NYR,230408_CBJNYR,2023-04-08,2023,A,4,,1
VGK,230408_DALVGK,2023-04-08,2023,A,1,SO,0
PIT,230408_DETPIT,2023-04-08,2023,A,5,,1
COL,230408_LAKCOL,2023-04-08,2023,A,4,,1
STL,230408_MINSTL,2023-04-08,2023,A,3,,0
PHI,230408_NYIPHI,2023-04-08,2023,A,0,,0
TBL,230408_OTTTBL,2023-04-08,2023,A,4,,0
CHI,230408_SEACHI,2023-04-08,2023,A,3,,0
EDM,230408_SJSEDM,2023-04-08,2023,A,6,,1
MTL,230408_TORMTL,2023-04-08,2023,A,1,,0
CGY,230408_VANCGY,2023-04-08,2023,A,2,SO,0
NSH,230408_WPGNSH,2023-04-08,2023,A,0,,0
FLA,230408_WSHFLA,2023-04-08,2023,A,4,,1
COL,230409_ANACOL,2023-04-09,2023,A,5,OT,1
BOS,230409_PHIBOS,2023-04-09,2023,A,5,,1
SEA,230410_ARISEA,2023-04-10,2023,A,4,,1
NSH,230410_CGYNSH,2023-04-10,2023,A,3,SO,1
MIN,230410_CHIMIN,2023-04-10,2023,A,4,,1
DAL,230410_DETDAL,2023-04-10,2023,A,6,,1
TOR,230410_FLATOR,2023-04-10,2023,A,2,OT,1
VAN,230410_LAKVAN,2023-04-10,2023,A,0,,0
BUF,230410_NYRBUF,2023-04-10,2023,A,3,SO,1
CAR,230410_OTTCAR,2023-04-10,2023,A,2,,0
SJS,230410_WPGSJS,2023-04-10,2023,A,2,,0
NYI,230410_WSHNYI,2023-04-10,2023,A,2,,0
VAN,230411_ANAVAN,2023-04-11,2023,A,3,,1
WSH,230411_BOSWSH,2023-04-11,2023,A,2,,0
DET,230411_CARDET,2023-04-11,2023,A,1,,0
EDM,230411_COLEDM,2023-04-11,2023,A,2,OT,1
WPG,230411_MINWPG,2023-04-11,2023,A,3,,1
BUF,230411_NJDBUF,2023-04-11,2023,A,2,,0
CBJ,230411_PHICBJ,2023-04-11,2023,A,3,OT,0
CHI,230411_PITCHI,2023-04-11,2023,A,5,,1
TOR,230411_TBLTOR,2023-04-11,2023,A,4,,1
SEA,230411_VGKSEA,2023-04-11,2023,A,1,,0
SJS,230412_CGYSJS,2023-04-12,2023,A,1,,0
MTL,230412_NYIMTL,2023-04-12,2023,A,2,,0
DAL,230412_STLDAL,2023-04-12,2023,A,5,,1
LAK,230413_ANALAK,2023-04-13,2023,A,5,,1
VAN,230413_ARIVAN,2023-04-13,2023,A,5,OT,1
OTT,230413_BUFOTT,2023-04-13,2023,A,3,OT,0
PIT,230413_CBJPIT,2023-04-13,2023,A,2,OT,0
PHI,230413_CHIPHI,2023-04-13,2023,A,5,OT,1
WPG,230413_COLWPG,2023-04-13,2023,A,2,,0
STL,230413_DALSTL,2023-04-13,2023,A,0,,0
SJS,230413_EDMSJS,2023-04-13,2023,A,2,,0
CAR,230413_FLACAR,2023-04-13,2023,A,6,,1
BOS,230413_MTLBOS,2023-04-13,2023,A,5,,1
MIN,230413_NSHMIN,2023-04-13,2023,A,3,OT,0
TOR,230413_NYRTOR,2023-04-13,2023,A,3,,1
VGK,230413_SEAVGK,2023-04-13,2023,A,3,,1
DET,230413_TBLDET,2023-04-13,2023,A,0,,0
NJD,230413_WSHNJD,2023-04-13,2023,A,5,OT,1
BUF,230414_CBJBUF,2023-04-14,2023,A,5,,1
COL,230414_NSHCOL,2023-04-14,2023,A,4,,1
