date_game,team,ml_odds
2022-01-30,PIT,-200
2022-01-30,SEA,175
2022-01-30,NYR,-210
2022-01-30,SJS,230
2022-01-30,CAR,-280
2022-01-30,CBJ,-125
2022-01-30,MTL,105
2022-01-30,BOS,-125
2022-01-30,DAL,105
2022-01-30,MIN,-135
2022-01-30,NYI,115
2022-01-30,BUF,340
2022-01-30,COL,-440
2022-01-31,FLA,-255
2022-01-31,CBJ,205
2022-01-31,ANA,-105
2022-01-31,DET,-115
2022-01-31,EDM,-180
2022-01-31,OTT,150
2022-01-31,VAN,100
2022-01-31,CHI,-120
2022-01-31,NJD,260
2022-01-31,TOR,-320
2022-02-01,TOR,-195
2022-02-01,NJD,165
2022-02-01,WSH,135
2022-02-01,PIT,-160
2022-02-01,SJS,210
2022-02-01,TBL,-260
2022-02-01,FLA,-145
2022-02-01,NYR,125
2022-02-01,SEA,210
2022-02-01,BOS,-260
2022-02-01,WPG,-130
2022-02-01,PHI,110
2022-02-01,OTT,225
2022-02-01,NYI,-275
2022-02-01,VAN,170
2022-02-01,NSH,-200
2022-02-01,CGY,-110
2022-02-01,DAL,-110
2022-02-01,ARI,355
2022-02-01,COL,-460
2022-02-01,BUF,280
2022-02-01,VGK,-350
2022-02-02,EDM,115
2022-02-02,WSH,-135
2022-02-02,LAK,-145
2022-02-02,DET,125
2022-02-02,CGY,-290
2022-02-02,ARI,235
2022-02-02,MIN,-170
2022-02-02,CHI,145
2022-02-02,SEA,140
2022-02-02,NYI,-165
2022-02-07,CAR,115
2022-02-07,TOR,-135
2022-02-07,NJD,-105
2022-02-07,OTT,-115
2022-02-08,NJD,105
2022-02-08,MTL,-125
2022-02-08,PIT,110
2022-02-08,BOS,-130
2022-02-08,CAR,-280
2022-02-08,OTT,230
2022-02-08,CBJ,215
2022-02-08,WSH,-265
2022-02-08,MIN,-130
2022-02-08,WPG,110
2022-02-08,VGK,100
2022-02-08,EDM,-120
2022-02-08,ARI,-310
2022-02-08,VAN,250
2022-02-09,DET,115
2022-02-09,PHI,-135
2022-02-09,CHI,170
2022-02-09,EDM,-200
2022-02-09,NSH,110
2022-02-09,DAL,-130
2022-02-09,VGK,120
2022-02-09,CGY,-140
2022-02-09,ARI,225
2022-02-09,SEA,-275
2022-02-09,NYI,-115
2022-02-09,VAN,-105
2022-02-10,WSH,-210
2022-02-10,MTL,175
2022-02-10,CAR,-105
2022-02-10,BOS,-115
2022-02-10,PIT,-210
2022-02-10,OTT,175
2022-02-10,CBJ,-105
2022-02-10,BUF,-115
2022-02-10,NJD,220
2022-02-10,STL,-270
2022-02-10,TBL,100
2022-02-10,COL,-120
2022-02-10,TOR,-120
2022-02-10,CGY,100
2022-02-11,WPG,125
2022-02-11,DAL,-145
2022-02-11,NYI,125
2022-02-11,EDM,-145
2022-02-11,TBL,-305
2022-02-11,ARI,245
2022-02-11,SEA,130
2022-02-11,ANA,-150
2022-02-12,PHI,140
2022-02-12,DET,-165
2022-02-12,BOS,-190
2022-02-12,OTT,160
2022-02-12,CBJ,-135
2022-02-12,MTL,115
2022-02-12,WPG,145
2022-02-12,NSH,-170
2022-02-12,TOR,-180
2022-02-12,VAN,150
2022-02-12,CAR,-110
2022-02-12,MIN,-110
2022-02-12,CHI,165
2022-02-12,STL,-195
2022-02-12,NYI,140
2022-02-12,CGY,-165
2022-02-13,BUF,-110
2022-02-13,MTL,-110
2022-02-13,OTT,200
2022-02-13,WSH,-250
2022-02-13,PIT,-225
2022-02-13,NJD,185
2022-02-13,COL,-160
2022-02-13,DAL,135
2022-02-14,DET,185
2022-02-14,MIN,-225
2022-02-14,CHI,140
2022-02-14,WPG,-165
2022-02-14,TOR,-185
2022-02-14,SEA,155
2022-02-14,EDM,-135
2022-02-14,SJS,115
2022-02-15,STL,-195
2022-02-15,OTT,165
2022-02-15,NYI,-185
2022-02-15,BUF,155
2022-02-15,TBL,-270
2022-02-15,NJD,220
2022-02-15,PHI,240
2022-02-15,PIT,-300
2022-02-15,BOS,120
2022-02-15,NYR,-140
2022-02-15,WSH,120
2022-02-15,NSH,-140
2022-02-15,DAL,195
2022-02-15,COL,-245
2022-02-15,CBJ,220
2022-02-15,CGY,-270
2022-02-15,EDM,120
2022-02-15,LAK,-140
2022-02-16,MIN,-150
2022-02-16,WPG,130
2022-02-16,FLA,-105
2022-02-16,CAR,-115
2022-02-16,ANA,160
2022-02-16,CGY,-190
2022-02-16,COL,-110
2022-02-16,VGK,-110
2022-02-17,PIT,130
2022-02-17,TOR,-150
2022-02-17,DET,160
2022-02-17,NYR,-190
2022-02-17,WSH,-180
2022-02-17,PHI,150
2022-02-17,OTT,100
2022-02-17,BUF,-120
2022-02-17,STL,-260
2022-02-17,MTL,210
2022-02-17,BOS,105
2022-02-17,NYI,-125
2022-02-17,SEA,150
2022-02-17,WPG,-180
2022-02-17,CBJ,145
2022-02-17,CHI,-170
2022-02-17,ANA,190
2022-02-17,EDM,-235
2022-02-17,VAN,-110
2022-02-17,SJS,-110
2022-02-18,NSH,140
2022-02-18,CAR,-165
2022-02-18,FLA,-110
2022-02-18,MIN,-110
2022-02-18,DAL,-140
2022-02-18,CHI,120
2022-02-18,LAK,140
2022-02-18,VGK,-165
2022-02-19,COL,-380
2022-02-19,BUF,300
2022-02-19,EDM,-125
2022-02-19,WPG,105
2022-02-19,STL,145
2022-02-19,TOR,-170
2022-02-19,BOS,-180
2022-02-19,OTT,150
2022-02-19,LAK,-200
2022-02-19,ARI,170
2022-02-19,SEA,230
2022-02-19,CGY,-280
2022-02-19,ANA,135
2022-02-19,VAN,-160
2022-02-20,CAR,120
2022-02-20,PIT,-140
2022-02-20,MTL,215
2022-02-20,NYI,-265
2022-02-20,FLA,-220
2022-02-20,CHI,180
2022-02-20,NYR,-195
2022-02-20,OTT,165
2022-02-20,BUF,140
2022-02-20,CBJ,-165
2022-02-20,DAL,-250
2022-02-20,ARI,200
2022-02-20,MIN,705
2022-02-20,EDM,-1010
2022-02-20,VGK,-165
2022-02-20,SJS,140
2022-02-21,COL,-170
2022-02-21,BOS,145
2022-02-21,CAR,-210
2022-02-21,PHI,175
2022-02-21,WPG,180
2022-02-21,CGY,-220
2022-02-21,TOR,-280
2022-02-21,MTL,230
2022-02-21,SEA,150
2022-02-21,VAN,-180
2022-02-22,NSH,170
2022-02-22,FLA,-200
2022-02-22,TOR,-195
2022-02-22,CBJ,165
2022-02-22,MIN,-225
2022-02-22,OTT,185
2022-02-22,STL,-200
2022-02-22,PHI,170
2022-02-22,NYI,-150
2022-02-22,SEA,130
2022-02-22,SJS,120
2022-02-22,ANA,-140
2022-02-23,EDM,185
2022-02-23,TBL,-225
2022-02-23,WPG,135
2022-02-23,DAL,-160
2022-02-23,COL,-290
2022-02-23,DET,235
2022-02-23,BUF,-110
2022-02-23,MTL,-110
2022-02-23,LAK,-235
2022-02-23,ARI,190
2022-02-24,MIN,135
2022-02-24,TOR,-160
2022-02-24,WSH,105
2022-02-24,NYR,-125
2022-02-24,CBJ,280
2022-02-24,FLA,-350
2022-02-24,NJD,265
2022-02-24,PIT,-330
2022-02-24,DAL,125
2022-02-24,NSH,-145
2022-02-24,CGY,-170
2022-02-24,VAN,145
2022-02-24,BOS,-225
2022-02-24,SEA,185
2022-02-24,NYI,-115
2022-02-24,SJS,-105
2022-02-25,CBJ,260
2022-02-25,CAR,-320
2022-02-25,BUF,220
2022-02-25,STL,-270
2022-02-25,NJD,125
2022-02-25,CHI,-145
2022-02-25,WPG,235
2022-02-25,COL,-290
2022-02-25,VGK,-260
2022-02-25,ARI,210
2022-02-25,LAK,-110
2022-02-25,ANA,-110
2022-02-26,EDM,170
2022-02-26,FLA,-200
2022-02-26,WSH,-180
2022-02-26,PHI,150
2022-02-26,NYR,145
2022-02-26,PIT,-170
2022-02-26,MTL,140
2022-02-26,OTT,-165
2022-02-26,TBL,-170
2022-02-26,NSH,145
2022-02-26,TOR,-220
2022-02-26,DET,180
2022-02-26,COL,-130
2022-02-26,VGK,110
2022-02-26,BOS,-185
2022-02-26,SJS,155
2022-02-26,MIN,115
2022-02-26,CGY,-135
2022-02-26,NYI,100
2022-02-26,LAK,-120
2022-02-27,EDM,170
2022-02-27,CAR,-200
2022-02-27,BUF,225
2022-02-27,DAL,-275
2022-02-27,STL,-185
2022-02-27,CHI,155
2022-02-27,WPG,-210
2022-02-27,ARI,175
2022-02-27,PIT,-235
2022-02-27,CBJ,190
2022-02-27,VAN,125
2022-02-27,NYR,-145
2022-02-27,NYI,-105
2022-02-27,ANA,-115
2022-02-27,SEA,105
2022-02-27,SJS,-125
2022-02-28,VAN,105
2022-02-28,NJD,-125
2022-02-28,TOR,-110
2022-02-28,WSH,-110
2022-02-28,BOS,-120
2022-02-28,LAK,100
2022-03-01,OTT,270
2022-03-01,TBL,-340
2022-03-01,NJD,130
2022-03-01,CBJ,-150
2022-03-01,EDM,-165
2022-03-01,PHI,140
2022-03-01,CAR,-225
2022-03-01,DET,185
2022-03-01,CGY,-105
2022-03-01,MIN,-115
2022-03-01,MTL,195
2022-03-01,WPG,-245
2022-03-01,NYI,235
2022-03-01,COL,-290
2022-03-01,SJS,190
2022-03-01,VGK,-235
2022-03-01,BOS,-200
2022-03-01,ANA,170
2022-03-02,BUF,310
2022-03-02,TOR,-400
2022-03-02,STL,-120
2022-03-02,NYR,100
2022-03-02,LAK,130
2022-03-02,DAL,-150
2022-03-02,NSH,-170
2022-03-02,SEA,145
2022-03-03,MIN,-200
2022-03-03,PHI,170
2022-03-03,CAR,-130
2022-03-03,WSH,110
2022-03-03,PIT,150
2022-03-03,TBL,-180
2022-03-03,OTT,305
2022-03-03,FLA,-390
2022-03-03,VAN,100
2022-03-03,NYI,-120
2022-03-03,EDM,-150
2022-03-03,CHI,130
2022-03-03,COL,-420
2022-03-03,ARI,320
2022-03-03,BOS,100
2022-03-03,VGK,-120
2022-03-03,MTL,320
2022-03-03,CGY,-420
2022-03-04,NJD,140
2022-03-04,NYR,-165
2022-03-04,DET,280
2022-03-04,TBL,-350
2022-03-04,MIN,-185
2022-03-04,BUF,155
2022-03-04,LAK,-140
2022-03-04,CBJ,120
2022-03-04,PIT,125
2022-03-04,CAR,-145
2022-03-04,DAL,-115
2022-03-04,WPG,-105
2022-03-04,VGK,-125
2022-03-04,ANA,105
2022-03-05,STL,-135
2022-03-05,NYI,115
2022-03-05,CHI,100
2022-03-05,PHI,-120
2022-03-05,OTT,-115
2022-03-05,ARI,-105
2022-03-05,DET,240
2022-03-05,FLA,-300
2022-03-05,VAN,195
2022-03-05,TOR,-245
2022-03-05,BOS,-190
2022-03-05,CBJ,160
2022-03-05,SEA,210
2022-03-05,WSH,-260
2022-03-05,MTL,230
2022-03-05,EDM,-280
2022-03-05,NSH,-140
2022-03-05,SJS,120
2022-03-05,CGY,125
2022-03-05,COL,-145
2022-03-06,LAK,-180
2022-03-06,BUF,150
2022-03-06,STL,-170
2022-03-06,NJD,145
2022-03-06,DAL,115
2022-03-06,MIN,-135
2022-03-06,NYR,100
2022-03-06,WPG,-120
2022-03-06,TBL,-250
2022-03-06,CHI,200
2022-03-06,SEA,245
2022-03-06,CAR,-305
2022-03-06,OTT,290
2022-03-06,VGK,-360
2022-03-06,SJS,140
2022-03-06,ANA,-165
2022-03-07,LAK,165
2022-03-07,BOS,-195
2022-03-07,FLA,-275
2022-03-07,BUF,225
2022-03-07,TOR,-220
2022-03-07,CBJ,180
2022-03-07,COL,-195
2022-03-07,NYI,165
2022-03-07,EDM,150
2022-03-07,CGY,-180
2022-03-08,FLA,480
2022-03-08,PIT,-183
2022-03-08,VGK,-170
2022-03-08,PHI,145
2022-03-08,COL,-200
2022-03-08,NJD,170
2022-03-08,ARI,140
2022-03-08,DET,-165
2022-03-08,SEA,220
2022-03-08,TOR,-270
2022-03-08,NYR,125
2022-03-08,MIN,-145
2022-03-08,OTT,235
2022-03-08,STL,-290
2022-03-08,TBL,-180
2022-03-08,WPG,150
2022-03-08,DAL,-105
2022-03-08,NSH,-115
2022-03-08,ANA,110
2022-03-08,CHI,-130
2022-03-08,WSH,120
2022-03-08,CGY,-140
2022-03-09,WSH,110
2022-03-09,EDM,-130
2022-03-09,MTL,170
2022-03-09,VAN,-200
2022-03-10,CHI,230
2022-03-10,BOS,-280
2022-03-10,VGK,-220
2022-03-10,BUF,180
2022-03-10,ARI,310
2022-03-10,TOR,-400
2022-03-10,COL,-120
2022-03-10,CAR,100
2022-03-10,SEA,105
2022-03-10,OTT,-125
2022-03-10,PHI,310
2022-03-10,FLA,-400
2022-03-10,MIN,-170
2022-03-10,DET,145
2022-03-10,WPG,-110
2022-03-10,NJD,-110
2022-03-10,CBJ,135
2022-03-10,NYI,-160
2022-03-10,NYR,110
2022-03-10,STL,-130
2022-03-10,ANA,170
2022-03-10,NSH,-200
2022-03-10,TBL,-110
2022-03-10,CGY,-110
2022-03-10,SJS,190
2022-03-10,LAK,-235
2022-03-11,MIN,-200
2022-03-11,CBJ,170
2022-03-11,VGK,125
2022-03-11,PIT,-145
2022-03-11,WPG,105
2022-03-11,NYI,-125
2022-03-11,WSH,100
2022-03-11,VAN,-120
2022-03-12,STL,105
2022-03-12,NSH,-125
2022-03-12,PHI,260
2022-03-12,CAR,-320
2022-03-12,CHI,-110
2022-03-12,OTT,-110
2022-03-12,ANA,120
2022-03-12,NJD,-140
2022-03-12,SEA,-110
2022-03-12,MTL,-110
2022-03-12,ARI,300
2022-03-12,BOS,-380
2022-03-12,DET,280
2022-03-12,CGY,-350
2022-03-12,NYR,110
2022-03-12,DAL,-130
2022-03-12,LAK,-130
2022-03-12,SJS,110
2022-03-12,TBL,-140
2022-03-12,EDM,120
2022-03-13,CAR,162
2022-03-13,PIT,165
2022-03-13,TOR,-280
2022-03-13,BUF,230
2022-03-13,NSH,120
2022-03-13,MIN,-140
2022-03-13,VGK,-190
2022-03-13,CBJ,160
2022-03-13,WPG,125
2022-03-13,STL,-145
2022-03-13,MTL,125
2022-03-13,PHI,-145
2022-03-13,ANA,135
2022-03-13,NYI,-160
2022-03-13,CGY,135
2022-03-13,COL,-160
2022-03-13,FLA,-170
2022-03-13,LAK,145
2022-03-13,TBL,-160
2022-03-13,VAN,135
2022-03-14,ARI,120
2022-03-14,OTT,-140
2022-03-15,NYI,130
2022-03-15,WSH,-150
2022-03-15,ANA,175
2022-03-15,NYR,-210
2022-03-15,ARI,140
2022-03-15,MTL,-165
2022-03-15,DAL,125
2022-03-15,TOR,-145
2022-03-15,VGK,-110
2022-03-15,WPG,-110
2022-03-15,PIT,-110
2022-03-15,NSH,-110
2022-03-15,BOS,-190
2022-03-15,CHI,160
2022-03-15,DET,220
2022-03-15,EDM,-270
2022-03-15,NJD,130
2022-03-15,VAN,-150
2022-03-15,COL,-195
2022-03-15,LAK,165
2022-03-15,FLA,-210
2022-03-15,SJS,175
2022-03-16,CBJ,100
2022-03-16,OTT,-120
2022-03-16,BOS,100
2022-03-16,MIN,-120
2022-03-16,NJD,260
2022-03-16,CGY,-320
2022-03-16,TBL,-245
2022-03-16,SEA,195
2022-03-17,CAR,-105
2022-03-17,TOR,-115
2022-03-17,NSH,-185
2022-03-17,PHI,155
2022-03-17,DAL,-210
2022-03-17,MTL,175
2022-03-17,WSH,-235
2022-03-17,CBJ,190
2022-03-17,NYI,115
2022-03-17,NYR,-135
2022-03-17,PIT,-115
2022-03-17,STL,-105
2022-03-17,BUF,210
2022-03-17,EDM,-260
2022-03-17,SJS,145
2022-03-17,LAK,-170
2022-03-17,DET,165
2022-03-17,VAN,-195
2022-03-17,FLA,-130
2022-03-17,VGK,110
2022-03-18,PHI,100
2022-03-18,OTT,-120
2022-03-18,WSH,130
2022-03-18,CAR,-150
2022-03-18,BOS,-125
2022-03-18,WPG,105
2022-03-18,BUF,270
2022-03-18,CGY,-340
2022-03-18,FLA,-220
2022-03-18,ANA,180
2022-03-18,COL,-245
2022-03-18,SJS,195
2022-03-19,CHI,200
2022-03-19,MIN,-250
2022-03-19,DAL,-105
2022-03-19,NYI,-115
2022-03-19,NJD,175
2022-03-19,EDM,-210
2022-03-19,LAK,125
2022-03-19,VGK,-145
2022-03-19,PIT,-255
2022-03-19,ARI,205
2022-03-19,STL,-180
2022-03-19,CBJ,150
2022-03-19,TOR,-125
2022-03-19,NSH,105
2022-03-19,OTT,120
2022-03-19,MTL,-140
2022-03-19,NYR,165
2022-03-19,TBL,-195
2022-03-19,CGY,-140
2022-03-19,VAN,120
2022-03-19,DET,-105
2022-03-19,SEA,-115
2022-03-20,NYI,-135
2022-03-20,PHI,115
2022-03-20,DAL,130
2022-03-20,WSH,-150
2022-03-20,NYR,170
2022-03-20,CAR,-200
2022-03-20,ARI,190
2022-03-20,SJS,-235
2022-03-20,WPG,-130
2022-03-20,CHI,110
2022-03-20,BUF,190
2022-03-20,VAN,-235
2022-03-21,BOS,-245
2022-03-21,MTL,195
2022-03-21,VGK,135
2022-03-21,MIN,-160
2022-03-21,EDM,170
2022-03-21,COL,-200
2022-03-21,NSH,-165
2022-03-21,ANA,140
2022-03-22,TBL,105
2022-03-22,CAR,-125
2022-03-22,CBJ,250
2022-03-22,PIT,-310
2022-03-22,NYR,-180
2022-03-22,NJD,150
2022-03-22,STL,120
2022-03-22,WSH,-140
2022-03-22,PHI,115
2022-03-22,DET,-135
2022-03-22,OTT,205
2022-03-22,NYI,-255
2022-03-22,VGK,115
2022-03-22,WPG,-135
2022-03-22,EDM,125
2022-03-22,DAL,-145
2022-03-22,SJS,235
2022-03-22,CGY,-290
2022-03-22,SEA,100
2022-03-22,ARI,-120
2022-03-22,NSH,100
2022-03-22,LAK,-120
2022-03-23,NJD,265
2022-03-23,TOR,-330
2022-03-23,PIT,-220
2022-03-23,BUF,180
2022-03-23,VAN,210
2022-03-23,COL,-260
2022-03-23,CHI,100
2022-03-23,ANA,-120
2022-03-24,TBL,-110
2022-03-24,BOS,-110
2022-03-24,FLA,-255
2022-03-24,MTL,205
2022-03-24,DAL,155
2022-03-24,CAR,-185
2022-03-24,DET,180
2022-03-24,NYI,-220
2022-03-24,PHI,225
2022-03-24,STL,-275
2022-03-24,VAN,180
2022-03-24,MIN,-220
2022-03-24,OTT,225
2022-03-24,WPG,-275
2022-03-24,SJS,205
2022-03-24,EDM,-255
2022-03-24,CHI,165
2022-03-24,LAK,-195
2022-03-24,NSH,-115
2022-03-24,VGK,-105
2022-03-25,PIT,-110
2022-03-25,NYR,-110
2022-03-25,WSH,-210
2022-03-25,BUF,175
2022-03-25,CBJ,175
2022-03-25,WPG,-210
2022-03-25,PHI,320
2022-03-25,COL,-420
2022-03-25,ARI,335
2022-03-25,CGY,-435
2022-03-26,NYI,160
2022-03-26,BOS,-190
2022-03-26,TBL,-270
2022-03-26,DET,220
2022-03-26,CHI,160
2022-03-26,VGK,-190
2022-03-26,NJD,175
2022-03-26,WSH,-210
2022-03-26,VAN,125
2022-03-26,DAL,-145
2022-03-26,FLA,-290
2022-03-26,OTT,235
2022-03-26,TOR,-260
2022-03-26,MTL,210
2022-03-26,CBJ,195
2022-03-26,MIN,-245
2022-03-26,CAR,-115
2022-03-26,STL,-105
2022-03-26,EDM,145
2022-03-26,CGY,-170
2022-03-26,ANA,130
2022-03-26,SJS,-150
2022-03-26,SEA,190
2022-03-26,LAK,-235
2022-03-27,TBL,-140
2022-03-27,NYI,120
2022-03-27,DET,240
2022-03-27,PIT,-300
2022-03-27,BUF,235
2022-03-27,NYR,-290
2022-03-27,COL,-130
2022-03-27,MIN,110
2022-03-27,PHI,220
2022-03-27,NSH,-270
2022-03-27,MTL,135
2022-03-27,NJD,-160
2022-03-27,FLA,-105
2022-03-27,TOR,-115
2022-03-27,ARI,220
2022-03-27,WPG,-270
2022-03-28,CAR,-135
2022-03-28,WSH,115
2022-03-28,VAN,115
2022-03-28,STL,-135
2022-03-28,BUF,135
2022-03-28,CHI,-160
2022-03-28,ARI,290
2022-03-28,EDM,-360
2022-03-28,SEA,195
2022-03-28,LAK,-245
2022-03-29,TOR,105
2022-03-29,BOS,-125
2022-03-29,NYR,140
2022-03-29,PIT,-165
2022-03-29,NYI,-135
2022-03-29,CBJ,115
2022-03-29,MTL,305
2022-03-29,FLA,-390
2022-03-29,CAR,120
2022-03-29,TBL,-140
2022-03-29,OTT,185
2022-03-29,NSH,-225
2022-03-29,PHI,235
2022-03-29,MIN,-290
2022-03-29,COL,-110
2022-03-29,CGY,-110
2022-03-29,DAL,-170
2022-03-29,ANA,145
2022-03-30,WPG,-160
2022-03-30,BUF,135
2022-03-30,NYR,-195
2022-03-30,DET,165
2022-03-30,LAK,160
2022-03-30,EDM,-190
2022-03-30,STL,-110
2022-03-30,VAN,-110
2022-03-30,VGK,-180
2022-03-30,SEA,150
2022-03-30,SJS,-140
2022-03-30,ARI,120
2022-03-31,NJD,220
2022-03-31,BOS,-270
2022-03-31,WPG,170
2022-03-31,TOR,-200
2022-03-31,CBJ,160
2022-03-31,NYI,-190
2022-03-31,MTL,315
2022-03-31,CAR,-410
2022-03-31,CHI,275
2022-03-31,FLA,-345
2022-03-31,PIT,-105
2022-03-31,MIN,-115
2022-03-31,LAK,210
2022-03-31,CGY,-260
2022-03-31,SJS,260
2022-03-31,COL,-320
2022-03-31,DAL,-180
2022-03-31,ANA,150
2022-04-01,CHI,230
2022-04-01,TBL,-280
2022-04-01,NSH,-185
2022-04-01,BUF,155
2022-04-01,NYI,135
2022-04-01,NYR,-160
2022-04-01,OTT,105
2022-04-01,DET,-125
2022-04-01,STL,110
2022-04-01,EDM,-130
2022-04-01,VGK,-160
2022-04-01,SEA,135
2022-04-01,ANA,-145
2022-04-01,ARI,125
2022-04-02,FLA,-200
2022-04-02,NJD,170
2022-04-02,PIT,115
2022-04-02,COL,-135
2022-04-02,LAK,110
2022-04-02,WPG,-130
2022-04-02,MTL,270
2022-04-02,TBL,-340
2022-04-02,TOR,-290
2022-04-02,PHI,235
2022-04-02,CBJ,265
2022-04-02,BOS,-330
2022-04-02,MIN,130
2022-04-02,CAR,-150
2022-04-02,STL,205
2022-04-02,CGY,-255
2022-04-02,DAL,-160
2022-04-02,SJS,135
2022-04-03,FLA,-280
2022-04-03,BUF,230
2022-04-03,DET,140
2022-04-03,OTT,-165
2022-04-03,NYI,-160
2022-04-03,NJD,135
2022-04-03,MIN,110
2022-04-03,WSH,-130
2022-04-03,VGK,-110
2022-04-03,VAN,-110
2022-04-03,PHI,245
2022-04-03,NYR,-305
2022-04-03,ARI,170
2022-04-03,CHI,-200
2022-04-03,EDM,-200
2022-04-03,ANA,170
2022-04-03,DAL,-165
2022-04-03,SEA,140
2022-04-04,BOS,-235
2022-04-04,CBJ,190
2022-04-04,TOR,110
2022-04-04,TBL,-130
2022-04-04,ARI,300
2022-04-04,STL,-380
2022-04-04,CGY,-165
2022-04-04,LAK,140
2022-04-05,CBJ,105
2022-04-05,PHI,-125
2022-04-05,OTT,-120
2022-04-05,MTL,100
2022-04-05,NYR,-165
2022-04-05,NJD,140
2022-04-05,TOR,145
2022-04-05,FLA,-170
2022-04-05,COL,100
2022-04-05,PIT,-120
2022-04-05,CAR,-255
2022-04-05,BUF,205
2022-04-05,BOS,-195
2022-04-05,DET,165
2022-04-05,MIN,-115
2022-04-05,NSH,-105
2022-04-05,NYI,120
2022-04-05,DAL,-140
2022-04-05,EDM,-185
2022-04-05,SJS,155
2022-04-06,TBL,-150
2022-04-06,WSH,130
2022-04-06,DET,235
2022-04-06,WPG,-290
2022-04-06,SEA,195
2022-04-06,STL,-245
2022-04-06,VAN,130
2022-04-06,VGK,-150
2022-04-06,CGY,-255
2022-04-06,ANA,205
2022-04-07,PIT,100
2022-04-07,NYR,-120
2022-04-07,PHI,120
2022-04-07,CBJ,-140
2022-04-07,NSH,-190
2022-04-07,OTT,160
2022-04-07,MTL,145
2022-04-07,NJD,-170
2022-04-07,BUF,305
2022-04-07,CAR,-390
2022-04-07,SEA,130
2022-04-07,CHI,-150
2022-04-07,TOR,-140
2022-04-07,DAL,120
2022-04-07,VAN,-190
2022-04-07,ARI,160
2022-04-07,CGY,-235
2022-04-07,SJS,190
2022-04-07,EDM,-125
2022-04-07,LAK,105
2022-04-08,BOS,135
2022-04-08,TBL,-160
2022-04-08,BUF,290
2022-04-08,FLA,-360
2022-04-08,NYI,150
2022-04-08,CAR,-180
2022-04-08,MIN,-110
2022-04-08,STL,-110
2022-04-08,COL,-200
2022-04-08,WPG,170
2022-04-09,NJD,215
2022-04-09,DAL,-265
2022-04-09,WSH,125
2022-04-09,PIT,-145
2022-04-09,FLA,-135
2022-04-09,NSH,115
2022-04-09,MTL,320
2022-04-09,TOR,-420
2022-04-09,CBJ,-110
2022-04-09,DET,-110
2022-04-09,OTT,215
2022-04-09,NYR,-265
2022-04-09,CGY,-200
2022-04-09,SEA,170
2022-04-09,ANA,-110
2022-04-09,PHI,-110
2022-04-09,NYI,140
2022-04-09,STL,-165
2022-04-09,ARI,290
2022-04-09,VGK,-360
2022-04-09,COL,-140
2022-04-09,EDM,120
2022-04-09,SJS,120
2022-04-09,VAN,-140
2022-04-10,BOS,-110
2022-04-10,WSH,-110
2022-04-10,NSH,155
2022-04-10,PIT,-185
2022-04-10,BUF,310
2022-04-10,TBL,-400
2022-04-10,LAK,145
2022-04-10,MIN,-170
2022-04-10,ANA,315
2022-04-10,CAR,-410
2022-04-10,DAL,-160
2022-04-10,CHI,135
2022-04-10,WPG,-185
2022-04-10,OTT,155
2022-04-11,WPG,-145
2022-04-11,MTL,125
2022-04-12,STL,115
2022-04-12,BOS,-135
2022-04-12,ANA,350
2022-04-12,FLA,-450
2022-04-12,BUF,355
2022-04-12,TOR,-460
2022-04-12,PHI,195
2022-04-12,WSH,-245
2022-04-12,CAR,105
2022-04-12,NYR,-125
2022-04-12,OTT,120
2022-04-12,DET,-140
2022-04-12,PIT,-110
2022-04-12,NYI,-110
2022-04-12,SJS,170
2022-04-12,NSH,-200
2022-04-12,EDM,110
2022-04-12,MIN,-130
2022-04-12,LAK,-145
2022-04-12,CHI,125
2022-04-12,SEA,315
2022-04-12,CGY,-410
2022-04-12,TBL,-170
2022-04-12,DAL,145
2022-04-12,NJD,-135
2022-04-12,ARI,115
2022-04-12,VGK,-110
2022-04-12,VAN,-110
2022-04-13,NYR,-200
2022-04-13,PHI,170
2022-04-13,MTL,150
2022-04-13,CBJ,-180
2022-04-13,LAK,195
2022-04-13,COL,-245
2022-04-14,STL,-225
2022-04-14,BUF,185
2022-04-14,DET,295
2022-04-14,CAR,-370
2022-04-14,WSH,140
2022-04-14,TOR,-165
2022-04-14,NYI,135
2022-04-14,PIT,-160
2022-04-14,ANA,295
2022-04-14,TBL,-370
2022-04-14,OTT,235
2022-04-14,BOS,-290
2022-04-14,EDM,-110
2022-04-14,NSH,-110
2022-04-14,MIN,-115
2022-04-14,DAL,-105
2022-04-14,SJS,-115
2022-04-14,CHI,-105
2022-04-14,VGK,135
2022-04-14,CGY,-160
2022-04-14,NJD,280
2022-04-14,COL,-350
2022-04-14,ARI,225
2022-04-14,VAN,-275
2022-04-15,WPG,205
2022-04-15,FLA,-255
2022-04-15,NYI,-150
2022-04-15,MTL,130
2022-04-16,DET,330
2022-04-16,NYR,-430
2022-04-16,PIT,105
2022-04-16,BOS,-125
2022-04-16,CHI,235
2022-04-16,NSH,-290
2022-04-16,MIN,-110
2022-04-16,STL,-110
2022-04-16,VGK,100
2022-04-16,EDM,-120
2022-04-16,PHI,115
2022-04-16,BUF,-135
2022-04-16,TOR,-275
2022-04-16,OTT,225
2022-04-16,WSH,-270
2022-04-16,MTL,220
2022-04-16,WPG,200
2022-04-16,TBL,-250
2022-04-16,SJS,170
2022-04-16,DAL,-200
2022-04-16,CAR,115
2022-04-16,COL,-135
2022-04-16,ARI,355
