Unnamed: 0,date_recorded,time_recorded,game_id,date_game,time_game,team,ml_odds
,2023-03-28,11:26:58,333,2023-03-28,19:08:00,STL Blues,−110
,2023-03-28,11:26:58,334,2023-03-28,19:38:00,DAL Stars,−285
,2023-03-28,11:26:58,334,2023-03-28,19:38:00,CHI Blackhawks,+240
,2023-03-28,11:26:58,335,2023-03-28,20:08:00,LA Kings,+105
,2023-03-28,11:26:58,335,2023-03-28,20:08:00,CGY Flames,−125
,2023-03-28,11:26:58,336,2023-03-28,21:08:00,EDM Oilers,−120
,2023-03-28,11:26:58,336,2023-03-28,21:08:00,VGK Golden Knights,+100
,2023-03-28,11:26:58,337,2023-03-28,21:38:00,WPG Jets,−195
,2023-03-28,11:26:58,337,2023-03-28,21:38:00,SJ Sharks,+165
,2023-03-29,10:01:09,338,2023-03-29,18:38:00,FLA Panthers,+125
,2023-03-29,10:01:09,338,2023-03-29,18:38:00,TOR Maple Leafs,−145
,2023-03-29,10:01:09,339,2023-03-29,18:38:00,NY Islanders,−110
,2023-03-29,10:01:09,339,2023-03-29,18:38:00,WAS Capitals,−110
,2023-03-29,10:01:27,340,2023-03-29,21:08:00,MIN Wild,+140
,2023-03-29,10:01:27,340,2023-03-29,21:08:00,COL Avalanche,−165
,2023-03-30,11:32:23,341,2023-03-30,18:00:00,CBJ Blue Jackets,+360
,2023-03-30,11:32:23,341,2023-03-30,18:00:00,BOS Bruins,−450
,2023-03-30,11:32:23,342,2023-03-30,18:00:00,WAS Capitals,+170
,2023-03-30,11:32:23,342,2023-03-30,18:00:00,TB Lightning,−200
,2023-03-30,11:32:23,343,2023-03-30,18:00:00,NSH Predators,+170
,2023-03-30,11:32:23,343,2023-03-30,18:00:00,PIT Penguins,−200
,2023-03-30,11:32:23,344,2023-03-30,18:00:00,FLA Panthers,−195
,2023-03-30,11:32:23,344,2023-03-30,18:00:00,MTL Canadiens,+165
,2023-03-30,11:32:23,345,2023-03-30,18:00:00,NY Rangers,+115
,2023-03-30,11:32:23,345,2023-03-30,18:00:00,NJ Devils,−135
,2023-03-30,11:32:23,346,2023-03-30,18:00:00,PHI Flyers,+145
,2023-03-30,11:32:23,346,2023-03-30,18:00:00,OTT Senators,−170
,2023-03-30,11:32:23,347,2023-03-30,18:30:00,CAR Hurricanes,−215
,2023-03-30,11:32:23,347,2023-03-30,18:30:00,DET Red Wings,+185
,2023-03-30,11:32:45,348,2023-03-30,19:30:00,STL Blues,−145
,2023-03-30,11:32:45,348,2023-03-30,19:30:00,CHI Blackhawks,+125
,2023-03-30,11:32:45,349,2023-03-30,20:00:00,LA Kings,+140
,2023-03-30,11:32:45,349,2023-03-30,20:00:00,EDM Oilers,−165
,2023-03-30,11:32:45,350,2023-03-30,21:00:00,ANA Ducks,+275
,2023-03-30,11:32:45,350,2023-03-30,21:00:00,SEA Kraken,−330
,2023-03-30,11:32:45,351,2023-03-30,21:30:00,VGK Golden Knights,−165
,2023-03-30,11:32:45,351,2023-03-30,21:30:00,SJ Sharks,+140
,2023-03-31,09:53:35,352,2023-03-31,18:08:00,NY Rangers,−145
,2023-03-31,09:53:35,352,2023-03-31,18:08:00,BUF Sabres,+125
,2023-03-31,09:53:59,353,2023-03-31,19:08:00,DET Red Wings,+205
,2023-03-31,09:53:59,353,2023-03-31,19:08:00,WPG Jets,−245
,2023-03-31,09:53:59,354,2023-03-31,21:08:00,CGY Flames,−135
,2023-03-31,09:53:59,354,2023-03-31,21:08:00,VAN Canucks,+115
,2023-03-31,09:53:59,355,2023-03-31,21:38:00,DAL Stars,−240
,2023-03-31,09:53:59,355,2023-03-31,21:38:00,ARI Coyotes,+200
,2023-04-01,10:27:36,356,2023-04-01,12:00:00,STL Blues,+125
,2023-04-01,10:27:36,356,2023-04-01,12:00:00,NSH Predators,−145
,2023-04-01,10:27:36,357,2023-04-01,14:08:00,BOS Bruins,−125
,2023-04-01,10:27:36,357,2023-04-01,14:08:00,PIT Penguins,+105
,2023-04-01,10:27:36,358,2023-04-01,18:00:00,FLA Panthers,−240
,2023-04-01,10:27:36,358,2023-04-01,18:00:00,CBJ Blue Jackets,+200
,2023-04-01,10:27:36,359,2023-04-01,18:00:00,BUF Sabres,−110
,2023-04-01,10:27:36,359,2023-04-01,18:00:00,PHI Flyers,−110
,2023-04-01,10:27:36,360,2023-04-01,18:08:00,CAR Hurricanes,−260
,2023-04-01,10:27:36,360,2023-04-01,18:08:00,MTL Canadiens,+220
,2023-04-01,10:27:36,361,2023-04-01,18:08:00,NY Islanders,+130
,2023-04-01,10:27:36,361,2023-04-01,18:08:00,TB Lightning,−150
,2023-04-01,10:27:36,362,2023-04-01,18:08:00,TOR Maple Leafs,−155
,2023-04-01,10:27:36,362,2023-04-01,18:08:00,OTT Senators,+135
,2023-04-01,10:27:58,363,2023-04-01,19:08:00,NJ Devils,−325
,2023-04-01,10:27:58,363,2023-04-01,19:08:00,CHI Blackhawks,+270
,2023-04-01,10:27:58,364,2023-04-01,20:00:00,DAL Stars,+130
,2023-04-01,10:27:58,364,2023-04-01,20:00:00,COL Avalanche,−150
,2023-04-01,10:27:58,365,2023-04-01,21:00:00,SJ Sharks,−120
,2023-04-01,10:27:58,365,2023-04-01,21:00:00,ARI Coyotes,+100
,2023-04-01,10:27:58,366,2023-04-01,21:08:00,ANA Ducks,+390
,2023-04-01,10:27:58,366,2023-04-01,21:08:00,EDM Oilers,−490
,2023-04-01,10:27:58,367,2023-04-01,21:08:00,LA Kings,+100
,2023-04-01,10:27:58,367,2023-04-01,21:08:00,SEA Kraken,−120
,2023-04-01,10:27:58,368,2023-04-01,21:08:00,MIN Wild,−105
,2023-04-01,10:27:58,368,2023-04-01,21:08:00,VGK Golden Knights,−115
