player_id,name,home,away,date_recorded,time_recorded,date_game,odds
,timo meier,CAR,NJD,2024-01-25,09:52:53,2024-01-25,180
,seth jarvis,CAR,NJD,2024-01-25,09:52:53,2024-01-25,185
,nico hischier,CAR,NJD,2024-01-25,09:52:53,2024-01-25,195
,martin necas,CAR,NJD,2024-01-25,09:52:53,2024-01-25,195
,teuvo teravainen,CAR,NJD,2024-01-25,09:52:53,2024-01-25,245
,michael bunting,CAR,NJD,2024-01-25,09:52:53,2024-01-25,255
,dawson mercer,CAR,NJD,2024-01-25,09:52:53,2024-01-25,265
,stefan noesen,CAR,NJD,2024-01-25,09:52:53,2024-01-25,320
,erik haula,CAR,NJD,2024-01-25,09:52:53,2024-01-25,350
,brent burns,CAR,NJD,2024-01-25,09:52:53,2024-01-25,360
,jesperi kotkaniemi,CAR,NJD,2024-01-25,09:52:53,2024-01-25,360
,ondrej palat,CAR,NJD,2024-01-25,09:52:53,2024-01-25,380
,jordan martinook,CAR,NJD,2024-01-25,09:52:53,2024-01-25,380
,jordan staal,CAR,NJD,2024-01-25,09:52:53,2024-01-25,390
,jack drury,CAR,NJD,2024-01-25,09:52:53,2024-01-25,400
,alexander holtz,CAR,NJD,2024-01-25,09:52:53,2024-01-25,425
,luke hughes,CAR,NJD,2024-01-25,09:52:53,2024-01-25,500
,brady skjei,CAR,NJD,2024-01-25,09:52:53,2024-01-25,550
,nathan bastian,CAR,NJD,2024-01-25,09:52:53,2024-01-25,550
,jesper fast,CAR,NJD,2024-01-25,09:52:53,2024-01-25,600
,curtis lazar,CAR,NJD,2024-01-25,09:52:53,2024-01-25,700
,brendan lemieux,CAR,NJD,2024-01-25,09:52:53,2024-01-25,800
,jaccob slavin,CAR,NJD,2024-01-25,09:52:53,2024-01-25,800
,brett pesce,CAR,NJD,2024-01-25,09:52:53,2024-01-25,850
,max willman,CAR,NJD,2024-01-25,09:52:53,2024-01-25,850
,simon nemec,CAR,NJD,2024-01-25,09:52:53,2024-01-25,950
,chris tierney,CAR,NJD,2024-01-25,09:52:53,2024-01-25,950
,jalen chatfield,CAR,NJD,2024-01-25,09:52:53,2024-01-25,1100
,dmitry orlov,CAR,NJD,2024-01-25,09:52:53,2024-01-25,1100
,john marino,CAR,NJD,2024-01-25,09:52:53,2024-01-25,1200
,colin miller,CAR,NJD,2024-01-25,09:52:53,2024-01-25,1200
,kevin bahl,CAR,NJD,2024-01-25,09:52:53,2024-01-25,1400
,santeri hatakka,CAR,NJD,2024-01-25,09:52:53,2024-01-25,1500
,roope hintz,DAL,ANA,2024-01-25,09:52:53,2024-01-25,140
,jason robertson,DAL,ANA,2024-01-25,09:52:53,2024-01-25,140
,joe pavelski,DAL,ANA,2024-01-25,09:52:53,2024-01-25,170
,tyler seguin,DAL,ANA,2024-01-25,09:52:53,2024-01-25,205
,wyatt johnston,DAL,ANA,2024-01-25,09:52:53,2024-01-25,205
,matt duchene,DAL,ANA,2024-01-25,09:52:53,2024-01-25,210
,frank vatrano,DAL,ANA,2024-01-25,09:52:53,2024-01-25,220
,jamie benn,DAL,ANA,2024-01-25,09:52:53,2024-01-25,225
,mason marchment,DAL,ANA,2024-01-25,09:52:53,2024-01-25,225
,troy terry,DAL,ANA,2024-01-25,09:52:53,2024-01-25,250
,adam henrique,DAL,ANA,2024-01-25,09:52:53,2024-01-25,265
,mason mctavish,DAL,ANA,2024-01-25,09:52:53,2024-01-25,270
,leo carlsson,DAL,ANA,2024-01-25,09:52:53,2024-01-25,295
,evgenii dadonov,DAL,ANA,2024-01-25,09:52:53,2024-01-25,390
,ryan strome,DAL,ANA,2024-01-25,09:52:53,2024-01-25,425
,jakob silfverberg,DAL,ANA,2024-01-25,09:52:53,2024-01-25,450
,thomas harley,DAL,ANA,2024-01-25,09:52:53,2024-01-25,475
,sam steel,DAL,ANA,2024-01-25,09:52:53,2024-01-25,475
,sam carrick,DAL,ANA,2024-01-25,09:52:53,2024-01-25,500
,radek faksa,DAL,ANA,2024-01-25,09:52:53,2024-01-25,550
,ty dellandrea,DAL,ANA,2024-01-25,09:52:53,2024-01-25,550
,brett leason,DAL,ANA,2024-01-25,09:52:53,2024-01-25,700
,nils lundkvist,DAL,ANA,2024-01-25,09:52:53,2024-01-25,700
,cam fowler,DAL,ANA,2024-01-25,09:52:53,2024-01-25,750
,isac lundestrom,DAL,ANA,2024-01-25,09:52:53,2024-01-25,750
,benoit olivier groulx,DAL,ANA,2024-01-25,09:52:53,2024-01-25,800
,olen zellweger,DAL,ANA,2024-01-25,09:52:53,2024-01-25,850
,esa lindell,DAL,ANA,2024-01-25,09:52:53,2024-01-25,900
,ryan suter,DAL,ANA,2024-01-25,09:52:53,2024-01-25,1000
,jani hakanpaa,DAL,ANA,2024-01-25,09:52:53,2024-01-25,1000
,ross johnston,DAL,ANA,2024-01-25,09:52:53,2024-01-25,1100
,radko gudas,DAL,ANA,2024-01-25,09:52:53,2024-01-25,1100
,jackson lacombe,DAL,ANA,2024-01-25,09:52:53,2024-01-25,1200
,joel hanley,DAL,ANA,2024-01-25,09:52:53,2024-01-25,1400
,urho vaakanainen,DAL,ANA,2024-01-25,09:52:53,2024-01-25,1400
,ilya lyubushkin,DAL,ANA,2024-01-25,09:52:53,2024-01-25,1800
,filip forsberg,MIN,NSH,2024-01-25,09:52:53,2024-01-25,110
,kirill kaprizov,MIN,NSH,2024-01-25,09:52:53,2024-01-25,140
,joel eriksson ek,MIN,NSH,2024-01-25,09:52:53,2024-01-25,175
,ryan oreilly,MIN,NSH,2024-01-25,09:52:53,2024-01-25,190
,gustav nyquist,MIN,NSH,2024-01-25,09:52:53,2024-01-25,215
,matthew boldy,MIN,NSH,2024-01-25,09:52:53,2024-01-25,225
,ryan hartman,MIN,NSH,2024-01-25,09:52:53,2024-01-25,250
,mats zuccarello,MIN,NSH,2024-01-25,09:52:53,2024-01-25,255
,colton sissons,MIN,NSH,2024-01-25,09:52:53,2024-01-25,270
,thomas novak,MIN,NSH,2024-01-25,09:52:53,2024-01-25,310
,roman josi,MIN,NSH,2024-01-25,09:52:53,2024-01-25,310
,marco rossi,MIN,NSH,2024-01-25,09:52:53,2024-01-25,320
,luke evangelista,MIN,NSH,2024-01-25,09:52:53,2024-01-25,320
,marcus johansson,MIN,NSH,2024-01-25,09:52:53,2024-01-25,400
,philip tomasino,MIN,NSH,2024-01-25,09:52:53,2024-01-25,400
,cody glass,MIN,NSH,2024-01-25,09:52:53,2024-01-25,425
,denis gurianov,MIN,NSH,2024-01-25,09:52:53,2024-01-25,425
,yakov trenin,MIN,NSH,2024-01-25,09:52:53,2024-01-25,500
,frederick gaudreau,MIN,NSH,2024-01-25,09:52:53,2024-01-25,550
,kiefer sherwood,MIN,NSH,2024-01-25,09:52:53,2024-01-25,550
,brock faber,MIN,NSH,2024-01-25,09:52:53,2024-01-25,550
,cole smith,MIN,NSH,2024-01-25,09:52:53,2024-01-25,600
,pat maroon,MIN,NSH,2024-01-25,09:52:53,2024-01-25,600
,marcus foligno,MIN,NSH,2024-01-25,09:52:53,2024-01-25,600
,jake lucchini,MIN,NSH,2024-01-25,09:52:53,2024-01-25,650
,brandon duhaime,MIN,NSH,2024-01-25,09:52:53,2024-01-25,700
,jonas brodin,MIN,NSH,2024-01-25,09:52:53,2024-01-25,850
,ryan mcdonagh,MIN,NSH,2024-01-25,09:52:53,2024-01-25,900
,jeremy lauzon,MIN,NSH,2024-01-25,09:52:53,2024-01-25,1100
,jacob middleton,MIN,NSH,2024-01-25,09:52:53,2024-01-25,1200
,alexandre carrier,MIN,NSH,2024-01-25,09:52:53,2024-01-25,1200
,zach bogosian,MIN,NSH,2024-01-25,09:52:53,2024-01-25,1200
,dante fabbro,MIN,NSH,2024-01-25,09:52:53,2024-01-25,1300
,alex goligoski,MIN,NSH,2024-01-25,09:52:53,2024-01-25,1400
,luke schenn,MIN,NSH,2024-01-25,09:52:53,2024-01-25,1500
,dakota mermis,MIN,NSH,2024-01-25,09:52:53,2024-01-25,1600
,connor mcdavid,EDM,CHI,2024-01-25,09:52:53,2024-01-25,-125
,leon draisaitl,EDM,CHI,2024-01-25,09:52:53,2024-01-25,-110
,zach hyman,EDM,CHI,2024-01-25,09:52:53,2024-01-25,-105
,ryan nugent hopkins,EDM,CHI,2024-01-25,09:52:53,2024-01-25,175
,evander kane,EDM,CHI,2024-01-25,09:52:53,2024-01-25,180
,warren foegele,EDM,CHI,2024-01-25,09:52:53,2024-01-25,240
,evan bouchard,EDM,CHI,2024-01-25,09:52:53,2024-01-25,310
,nick foligno,EDM,CHI,2024-01-25,09:52:53,2024-01-25,320
,ryan mcleod,EDM,CHI,2024-01-25,09:52:53,2024-01-25,340
,philipp kurashev,EDM,CHI,2024-01-25,09:52:53,2024-01-25,340
,jason dickinson,EDM,CHI,2024-01-25,09:52:53,2024-01-25,340
,taylor raddysh,EDM,CHI,2024-01-25,09:52:53,2024-01-25,360
,colin blackwell,EDM,CHI,2024-01-25,09:52:53,2024-01-25,425
,sam gagner,EDM,CHI,2024-01-25,09:52:53,2024-01-25,450
,ryan donato,EDM,CHI,2024-01-25,09:52:53,2024-01-25,450
,connor brown,EDM,CHI,2024-01-25,09:52:53,2024-01-25,475
,dylan holloway,EDM,CHI,2024-01-25,09:52:53,2024-01-25,500
,rem pitlick,EDM,CHI,2024-01-25,09:52:53,2024-01-25,500
,darnell nurse,EDM,CHI,2024-01-25,09:52:53,2024-01-25,550
,seth jones,EDM,CHI,2024-01-25,09:52:53,2024-01-25,600
,mattias janmark,EDM,CHI,2024-01-25,09:52:53,2024-01-25,600
,mattias ekholm,EDM,CHI,2024-01-25,09:52:53,2024-01-25,600
,derek ryan,EDM,CHI,2024-01-25,09:52:53,2024-01-25,600
,joey anderson,EDM,CHI,2024-01-25,09:52:53,2024-01-25,650
,boris katchouk,EDM,CHI,2024-01-25,09:52:53,2024-01-25,700
,zach sanford,EDM,CHI,2024-01-25,09:52:53,2024-01-25,700
,reese johnson,EDM,CHI,2024-01-25,09:52:53,2024-01-25,800
,mackenzie entwistle,EDM,CHI,2024-01-25,09:52:53,2024-01-25,850
,kevin korchinski,EDM,CHI,2024-01-25,09:52:53,2024-01-25,1000
,cody ceci,EDM,CHI,2024-01-25,09:52:53,2024-01-25,1000
,alex vlasic,EDM,CHI,2024-01-25,09:52:53,2024-01-25,1100
,brett kulak,EDM,CHI,2024-01-25,09:52:53,2024-01-25,1300
,vincent desharnais,EDM,CHI,2024-01-25,09:52:53,2024-01-25,1300
,jaycob megna,EDM,CHI,2024-01-25,09:52:53,2024-01-25,1500
,louis crevier,EDM,CHI,2024-01-25,09:52:53,2024-01-25,1700
,isaak phillips,EDM,CHI,2024-01-25,09:52:53,2024-01-25,1700
,nazem kadri,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,165
,blake coleman,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,170
,yegor sharangovich,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,175
,elias lindholm,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,205
,boone jenner,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,215
,mikael backlund,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,225
,kirill marchenko,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,275
,andrew mangiapane,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,275
,jonathan huberdeau,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,290
,yegor chinakhov,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,290
,connor zary,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,295
,cole sillinger,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,300
,adam fantilli,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,310
,johnny gaudreau,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,320
,matt coronato,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,330
,dmitri voronkov,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,340
,mackenzie weegar,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,390
,kent johnson,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,425
,justin danforth,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,475
,rasmus andersson,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,500
,cole schwindt,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,500
,jack roslovic,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,500
,noah hanifin,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,550
,alexandre texier,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,600
,zach werenski,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,650
,adam klapka,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,650
,sean kuraly,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,700
,aj greer,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,750
,adam boqvist,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,850
,ivan provorov,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,950
,damon severson,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,950
,christopher tanev,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,1100
,jake bean,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,1300
,erik gudbranson,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,1400
,dennis gilbert,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,1600
,jordan oesterle,CGY,CBJ,2024-01-25,09:52:53,2024-01-25,1600
